,gameKey,playID,player,time,x,y,s,a,dis,o,dir,event,game_play,snap,isSnap,team,snap_offset,est_frame
129231,57783,3374,H78,2018-12-16 20:22:31.200000+00:00,48.18,23.68,1.7,0.69,0.16,280.55,274.86,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-9.3,-547
129232,57783,3374,H78,2018-12-16 20:22:31.299000+00:00,48.02,23.69,1.66,0.66,0.16,277.32,274.41,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-9.201,-542
129233,57783,3374,H78,2018-12-16 20:22:31.400000+00:00,47.85,23.69,1.66,0.53,0.17,268.91,273.44,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-9.1,-535
129234,57783,3374,H78,2018-12-16 20:22:31.500000+00:00,47.7,23.7,1.62,0.37,0.15,260.96,273.35,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-9.0,-529
129235,57783,3374,H78,2018-12-16 20:22:31.599000+00:00,47.55,23.71,1.58,0.48,0.15,255.44,273.16,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-8.901,-524
129236,57783,3374,H78,2018-12-16 20:22:31.700000+00:00,47.41,23.72,1.51,0.69,0.14,250.24,274.04,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-8.8,-517
129237,57783,3374,H78,2018-12-16 20:22:31.799000+00:00,47.29,23.73,1.41,0.92,0.12,244.96,273.43,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-8.701,-512
129238,57783,3374,H78,2018-12-16 20:22:31.900000+00:00,47.18,23.74,1.3,1.1,0.11,241.12,274.35,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-8.6,-505
129239,57783,3374,H78,2018-12-16 20:22:32+00:00,47.09,23.75,1.18,1.25,0.09,238.0,275.38,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-8.5,-499
129240,57783,3374,H78,2018-12-16 20:22:32.099000+00:00,47.02,23.76,1.03,1.34,0.07,236.5,274.73,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-8.401,-494
129241,57783,3374,H78,2018-12-16 20:22:32.200000+00:00,46.96,23.75,0.89,1.34,0.06,235.85,271.36,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-8.3,-488
129242,57783,3374,H78,2018-12-16 20:22:32.299000+00:00,46.91,23.74,0.75,1.29,0.05,235.21,267.96,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-8.201,-482
129243,57783,3374,H78,2018-12-16 20:22:32.400000+00:00,46.87,23.72,0.64,1.17,0.04,235.21,263.31,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-8.1,-476
129244,57783,3374,H78,2018-12-16 20:22:32.500000+00:00,46.83,23.7,0.54,1.0,0.04,236.5,257.94,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-8.0,-470
129245,57783,3374,H78,2018-12-16 20:22:32.599000+00:00,46.81,23.68,0.46,0.83,0.03,238.76,253.23,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-7.901,-464
129246,57783,3374,H78,2018-12-16 20:22:32.700000+00:00,46.78,23.66,0.39,0.68,0.03,239.6,248.95,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-7.8,-458
129247,57783,3374,H78,2018-12-16 20:22:32.799000+00:00,46.77,23.65,0.33,0.6,0.02,241.07,247.9,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-7.701,-452
129248,57783,3374,H78,2018-12-16 20:22:32.900000+00:00,46.75,23.65,0.26,0.56,0.01,241.07,249.59,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-7.6,-446
129249,57783,3374,H78,2018-12-16 20:22:33+00:00,46.74,23.65,0.21,0.49,0.01,241.07,253.2,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-7.5,-440
129250,57783,3374,H78,2018-12-16 20:22:33.099000+00:00,46.74,23.65,0.16,0.45,0.01,240.16,259.13,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-7.401,-434
129251,57783,3374,H78,2018-12-16 20:22:33.200000+00:00,46.73,23.66,0.12,0.37,0.01,240.16,268.0,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-7.3,-428
129252,57783,3374,H78,2018-12-16 20:22:33.299000+00:00,46.72,23.66,0.1,0.27,0.01,247.52,274.82,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-7.201,-422
129253,57783,3374,H78,2018-12-16 20:22:33.400000+00:00,46.72,23.67,0.08,0.23,0.01,241.18,291.5,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-7.1,-416
129254,57783,3374,H78,2018-12-16 20:22:33.500000+00:00,46.7,23.68,0.12,0.11,0.02,238.2,297.05,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-7.0,-410
129255,57783,3374,H78,2018-12-16 20:22:33.599000+00:00,46.69,23.69,0.14,0.06,0.02,240.91,293.19,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-6.901,-404
129256,57783,3374,H78,2018-12-16 20:22:33.700000+00:00,46.68,23.68,0.11,0.04,0.01,243.01,283.98,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-6.8,-398
129257,57783,3374,H78,2018-12-16 20:22:33.799000+00:00,46.68,23.68,0.09,0.06,0.01,241.54,285.48,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-6.701,-392
129258,57783,3374,H78,2018-12-16 20:22:33.900000+00:00,46.7,23.72,0.1,0.08,0.04,243.17,344.9,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-6.6,-386
129259,57783,3374,H78,2018-12-16 20:22:34+00:00,46.75,23.8,0.24,0.08,0.1,251.82,19.79,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-6.5,-380
129260,57783,3374,H78,2018-12-16 20:22:34.099000+00:00,46.76,23.82,0.25,0.05,0.03,257.09,22.82,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-6.401,-374
129261,57783,3374,H78,2018-12-16 20:22:34.200000+00:00,46.76,23.83,0.21,0.06,0.0,258.71,22.25,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-6.3,-368
129262,57783,3374,H78,2018-12-16 20:22:34.299000+00:00,46.76,23.82,0.18,0.07,0.0,259.71,24.48,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-6.201,-362
129263,57783,3374,H78,2018-12-16 20:22:34.400000+00:00,46.77,23.84,0.17,0.09,0.02,261.23,26.47,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-6.1,-356
129264,57783,3374,H78,2018-12-16 20:22:34.500000+00:00,46.77,23.83,0.14,0.08,0.01,262.03,27.72,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-6.0,-350
129265,57783,3374,H78,2018-12-16 20:22:34.599000+00:00,46.77,23.83,0.12,0.08,0.0,262.03,27.62,line_set,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-5.901,-344
129266,57783,3374,H78,2018-12-16 20:22:34.700000+00:00,46.76,23.79,0.07,0.05,0.04,265.8,34.52,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-5.8,-338
129267,57783,3374,H78,2018-12-16 20:22:34.799000+00:00,46.75,23.76,0.04,0.03,0.03,267.38,45.06,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-5.701,-332
129268,57783,3374,H78,2018-12-16 20:22:34.900000+00:00,46.74,23.75,0.02,0.02,0.02,267.38,47.42,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-5.6,-326
129269,57783,3374,H78,2018-12-16 20:22:35+00:00,46.72,23.74,0.01,0.01,0.02,268.08,34.57,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-5.5,-320
129270,57783,3374,H78,2018-12-16 20:22:35.099000+00:00,46.7,23.71,0.01,0.01,0.03,268.08,231.49,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-5.401,-314
129271,57783,3374,H78,2018-12-16 20:22:35.200000+00:00,46.69,23.71,0.01,0.01,0.01,268.08,236.01,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-5.3,-308
129272,57783,3374,H78,2018-12-16 20:22:35.299000+00:00,46.69,23.72,0.01,0.01,0.0,269.63,237.92,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-5.201,-302
129273,57783,3374,H78,2018-12-16 20:22:35.400000+00:00,46.68,23.72,0.01,0.01,0.01,269.63,247.85,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-5.1,-296
129274,57783,3374,H78,2018-12-16 20:22:35.500000+00:00,46.68,23.71,0.01,0.01,0.01,269.63,239.99,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-5.0,-290
129275,57783,3374,H78,2018-12-16 20:22:35.599000+00:00,46.66,23.71,0.02,0.02,0.02,269.63,247.81,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-4.901,-284
129276,57783,3374,H78,2018-12-16 20:22:35.700000+00:00,46.65,23.71,0.02,0.02,0.02,268.2,256.26,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-4.8,-278
129277,57783,3374,H78,2018-12-16 20:22:35.799000+00:00,46.63,23.72,0.02,0.02,0.02,267.42,259.7,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-4.701,-272
129278,57783,3374,H78,2018-12-16 20:22:35.900000+00:00,46.61,23.71,0.02,0.02,0.01,268.84,259.48,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-4.6,-266
129279,57783,3374,H78,2018-12-16 20:22:36+00:00,46.61,23.7,0.02,0.02,0.01,269.82,253.49,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-4.5,-260
129280,57783,3374,H78,2018-12-16 20:22:36.099000+00:00,46.61,23.7,0.02,0.02,0.0,270.48,255.06,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-4.401,-254
129281,57783,3374,H78,2018-12-16 20:22:36.200000+00:00,46.61,23.71,0.02,0.02,0.0,270.48,254.83,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-4.3,-248
129282,57783,3374,H78,2018-12-16 20:22:36.299000+00:00,46.61,23.7,0.01,0.02,0.0,269.88,253.15,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-4.201,-242
129283,57783,3374,H78,2018-12-16 20:22:36.400000+00:00,46.61,23.69,0.01,0.02,0.01,271.42,248.83,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-4.1,-236
129284,57783,3374,H78,2018-12-16 20:22:36.500000+00:00,46.6,23.7,0.01,0.01,0.01,270.59,253.34,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-4.0,-230
129285,57783,3374,H78,2018-12-16 20:22:36.599000+00:00,46.59,23.7,0.01,0.01,0.01,269.5,252.43,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-3.901,-224
129286,57783,3374,H78,2018-12-16 20:22:36.700000+00:00,46.59,23.7,0.01,0.01,0.0,267.73,251.99,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-3.8,-218
129287,57783,3374,H78,2018-12-16 20:22:36.799000+00:00,46.59,23.69,0.01,0.01,0.0,267.73,250.56,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-3.701,-212
129288,57783,3374,H78,2018-12-16 20:22:36.900000+00:00,46.59,23.69,0.01,0.01,0.0,268.36,250.23,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-3.6,-206
129289,57783,3374,H78,2018-12-16 20:22:37+00:00,46.59,23.69,0.01,0.01,0.0,268.36,248.1,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-3.5,-200
129290,57783,3374,H78,2018-12-16 20:22:37.099000+00:00,46.59,23.69,0.01,0.01,0.0,268.36,247.01,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-3.401,-194
129291,57783,3374,H78,2018-12-16 20:22:37.200000+00:00,46.59,23.69,0.01,0.01,0.0,268.36,247.21,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-3.3,-188
129292,57783,3374,H78,2018-12-16 20:22:37.299000+00:00,46.59,23.68,0.01,0.01,0.0,268.36,245.65,line_set,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-3.201,-182
129293,57783,3374,H78,2018-12-16 20:22:37.400000+00:00,46.59,23.69,0.0,0.01,0.0,268.36,246.78,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-3.1,-176
129294,57783,3374,H78,2018-12-16 20:22:37.500000+00:00,46.59,23.69,0.0,0.01,0.0,268.36,247.3,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-3.0,-170
129295,57783,3374,H78,2018-12-16 20:22:37.599000+00:00,46.59,23.69,0.0,0.0,0.01,269.39,248.0,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-2.901,-164
129296,57783,3374,H78,2018-12-16 20:22:37.700000+00:00,46.6,23.69,0.0,0.0,0.01,269.39,247.47,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-2.8,-158
129297,57783,3374,H78,2018-12-16 20:22:37.799000+00:00,46.6,23.69,0.0,0.0,0.0,269.39,248.54,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-2.701,-152
129298,57783,3374,H78,2018-12-16 20:22:37.900000+00:00,46.6,23.7,0.0,0.0,0.0,269.39,249.86,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-2.6,-146
129299,57783,3374,H78,2018-12-16 20:22:38+00:00,46.6,23.7,0.0,0.0,0.0,268.63,250.69,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-2.5,-140
129300,57783,3374,H78,2018-12-16 20:22:38.099000+00:00,46.6,23.7,0.0,0.0,0.0,268.63,248.17,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-2.401,-134
129301,57783,3374,H78,2018-12-16 20:22:38.200000+00:00,46.6,23.7,0.0,0.0,0.0,268.63,249.28,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-2.3,-128
129302,57783,3374,H78,2018-12-16 20:22:38.299000+00:00,46.6,23.7,0.0,0.0,0.0,268.63,249.28,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-2.201,-122
129303,57783,3374,H78,2018-12-16 20:22:38.400000+00:00,46.6,23.69,0.0,0.0,0.0,268.63,246.69,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-2.1,-116
129304,57783,3374,H78,2018-12-16 20:22:38.500000+00:00,46.6,23.69,0.0,0.0,0.0,268.63,245.9,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-2.0,-110
129305,57783,3374,H78,2018-12-16 20:22:38.599000+00:00,46.6,23.69,0.0,0.0,0.0,268.63,243.67,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-1.901,-104
129306,57783,3374,H78,2018-12-16 20:22:38.700000+00:00,46.6,23.69,0.0,0.0,0.0,268.63,242.56,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-1.8,-98
129307,57783,3374,H78,2018-12-16 20:22:38.799000+00:00,46.6,23.69,0.0,0.0,0.0,268.63,238.79,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-1.701,-92
129308,57783,3374,H78,2018-12-16 20:22:38.900000+00:00,46.6,23.69,0.0,0.0,0.0,268.63,239.74,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-1.6,-86
129309,57783,3374,H78,2018-12-16 20:22:39+00:00,46.6,23.69,0.0,0.0,0.0,268.04,237.04,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-1.5,-80
129310,57783,3374,H78,2018-12-16 20:22:39.099000+00:00,46.6,23.69,0.0,0.0,0.0,268.04,240.26,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-1.401,-74
129311,57783,3374,H78,2018-12-16 20:22:39.200000+00:00,46.6,23.69,0.0,0.0,0.0,267.27,234.79,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-1.3,-68
129312,57783,3374,H78,2018-12-16 20:22:39.299000+00:00,46.6,23.69,0.0,0.0,0.0,267.27,234.27,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-1.201,-62
129313,57783,3374,H78,2018-12-16 20:22:39.400000+00:00,46.6,23.69,0.0,0.0,0.0,267.27,235.01,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-1.1,-56
129314,57783,3374,H78,2018-12-16 20:22:39.500000+00:00,46.6,23.69,0.0,0.0,0.0,267.27,233.48,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-1.0,-50
129315,57783,3374,H78,2018-12-16 20:22:39.599000+00:00,46.6,23.69,0.0,0.0,0.0,267.27,237.04,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-0.901,-44
129316,57783,3374,H78,2018-12-16 20:22:39.700000+00:00,46.6,23.69,0.0,0.0,0.0,267.27,233.86,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-0.8,-38
129317,57783,3374,H78,2018-12-16 20:22:39.799000+00:00,46.61,23.69,0.0,0.0,0.0,267.27,231.28,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-0.701,-32
129318,57783,3374,H78,2018-12-16 20:22:39.900000+00:00,46.61,23.69,0.0,0.0,0.0,267.27,229.65,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-0.6,-26
129319,57783,3374,H78,2018-12-16 20:22:40+00:00,46.61,23.69,0.0,0.0,0.0,267.27,220.52,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-0.5,-20
129320,57783,3374,H78,2018-12-16 20:22:40.099000+00:00,46.61,23.69,0.0,0.07,0.0,267.27,44.82,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-0.401,-14
129321,57783,3374,H78,2018-12-16 20:22:40.200000+00:00,46.61,23.7,0.02,0.22,0.01,268.16,13.71,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-0.3,-8
129322,57783,3374,H78,2018-12-16 20:22:40.299000+00:00,46.61,23.73,0.11,0.63,0.03,268.16,0.98,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-0.201,-2
129323,57783,3374,H78,2018-12-16 20:22:40.400000+00:00,46.6,23.77,0.21,0.89,0.04,268.84,356.92,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,-0.1,4
129324,57783,3374,H78,2018-12-16 20:22:40.500000+00:00,46.59,23.83,0.34,1.02,0.06,268.84,352.31,ball_snap,57783_003374,2018-12-16 20:22:40.500000+00:00,True,Home,0.0,10
129325,57783,3374,H78,2018-12-16 20:22:40.599000+00:00,46.58,23.9,0.47,1.22,0.07,270.39,349.67,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,0.099,16
129326,57783,3374,H78,2018-12-16 20:22:40.700000+00:00,46.56,23.98,0.61,1.08,0.09,273.1,349.06,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,0.2,22
129327,57783,3374,H78,2018-12-16 20:22:40.799000+00:00,46.54,24.07,0.7,0.77,0.09,275.19,348.01,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,0.299,28
129328,57783,3374,H78,2018-12-16 20:22:40.900000+00:00,46.51,24.16,0.77,0.46,0.09,277.54,346.4,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,0.4,34
129329,57783,3374,H78,2018-12-16 20:22:41+00:00,46.49,24.24,0.81,0.18,0.09,281.02,346.15,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,0.5,40
129330,57783,3374,H78,2018-12-16 20:22:41.099000+00:00,46.46,24.32,0.81,0.11,0.08,283.84,344.7,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,0.599,46
129331,57783,3374,H78,2018-12-16 20:22:41.200000+00:00,46.44,24.39,0.79,0.28,0.07,286.74,343.35,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,0.7,52
129332,57783,3374,H78,2018-12-16 20:22:41.299000+00:00,46.41,24.46,0.77,0.39,0.07,290.45,340.58,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,0.799,58
129333,57783,3374,H78,2018-12-16 20:22:41.400000+00:00,46.36,24.52,0.77,0.47,0.08,295.9,335.27,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,0.9,64
129334,57783,3374,H78,2018-12-16 20:22:41.500000+00:00,46.31,24.58,0.78,0.52,0.08,300.3,330.81,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,1.0,70
129335,57783,3374,H78,2018-12-16 20:22:41.599000+00:00,46.25,24.67,0.87,0.51,0.11,307.61,327.18,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,1.099,76
129336,57783,3374,H78,2018-12-16 20:22:41.700000+00:00,46.15,24.77,1.02,0.71,0.14,309.99,323.95,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,1.2,82
129337,57783,3374,H78,2018-12-16 20:22:41.799000+00:00,46.06,24.89,1.17,0.93,0.15,311.12,323.02,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,1.299,88
129338,57783,3374,H78,2018-12-16 20:22:41.900000+00:00,45.96,25.0,1.29,1.1,0.15,309.04,320.4,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,1.4,94
129339,57783,3374,H78,2018-12-16 20:22:42+00:00,45.85,25.13,1.44,1.06,0.17,304.43,321.14,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,1.5,100
129340,57783,3374,H78,2018-12-16 20:22:42.099000+00:00,45.74,25.29,1.61,1.05,0.19,303.62,322.62,handoff,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,1.599,106
129341,57783,3374,H78,2018-12-16 20:22:42.200000+00:00,45.63,25.45,1.73,0.81,0.19,302.44,322.79,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,1.7,112
129342,57783,3374,H78,2018-12-16 20:22:42.299000+00:00,45.52,25.6,1.81,0.5,0.19,300.61,323.28,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,1.799,118
129343,57783,3374,H78,2018-12-16 20:22:42.400000+00:00,45.4,25.76,1.92,0.53,0.2,300.61,322.58,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,1.9,124
129344,57783,3374,H78,2018-12-16 20:22:42.500000+00:00,45.27,25.92,1.97,0.34,0.21,300.61,322.18,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,2.0,130
129345,57783,3374,H78,2018-12-16 20:22:42.599000+00:00,45.13,26.1,2.09,0.46,0.23,302.97,322.09,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,2.099,136
129346,57783,3374,H78,2018-12-16 20:22:42.700000+00:00,44.99,26.27,2.15,0.34,0.22,300.94,322.13,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,2.2,142
129347,57783,3374,H78,2018-12-16 20:22:42.799000+00:00,44.85,26.46,2.24,0.34,0.23,301.66,323.07,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,2.299,148
129348,57783,3374,H78,2018-12-16 20:22:42.900000+00:00,44.72,26.66,2.29,0.45,0.24,301.66,324.39,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,2.4,154
129349,57783,3374,H78,2018-12-16 20:22:43+00:00,44.6,26.91,2.41,0.79,0.28,304.2,327.8,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,2.5,160
129350,57783,3374,H78,2018-12-16 20:22:43.099000+00:00,44.49,27.14,2.51,1.58,0.26,305.32,331.01,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,2.599,166
129351,57783,3374,H78,2018-12-16 20:22:43.200000+00:00,44.39,27.41,2.66,1.4,0.29,315.84,334.59,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,2.7,172
129352,57783,3374,H78,2018-12-16 20:22:43.299000+00:00,44.3,27.69,2.74,1.02,0.29,334.39,337.17,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,2.799,178
129353,57783,3374,H78,2018-12-16 20:22:43.400000+00:00,44.22,27.95,2.76,0.84,0.28,331.59,339.46,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,2.9,184
129354,57783,3374,H78,2018-12-16 20:22:43.500000+00:00,44.15,28.21,2.73,0.91,0.27,341.78,341.36,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,3.0,190
129355,57783,3374,H78,2018-12-16 20:22:43.599000+00:00,44.09,28.46,2.65,1.15,0.25,347.89,342.9,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,3.099,196
129356,57783,3374,H78,2018-12-16 20:22:43.700000+00:00,44.04,28.69,2.52,1.36,0.23,1.26,343.91,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,3.2,202
129357,57783,3374,H78,2018-12-16 20:22:43.799000+00:00,43.99,28.89,2.38,1.57,0.21,7.25,344.27,first_contact,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,3.299,208
129358,57783,3374,H78,2018-12-16 20:22:43.900000+00:00,43.94,29.07,2.22,1.7,0.19,10.55,344.23,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,3.4,214
129359,57783,3374,H78,2018-12-16 20:22:44+00:00,43.89,29.23,2.06,1.7,0.17,14.38,343.91,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,3.5,220
129360,57783,3374,H78,2018-12-16 20:22:44.099000+00:00,43.84,29.38,1.89,1.7,0.15,17.84,342.94,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,3.599,226
129361,57783,3374,H78,2018-12-16 20:22:44.200000+00:00,43.79,29.51,1.72,1.62,0.14,19.7,341.76,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,3.7,232
129362,57783,3374,H78,2018-12-16 20:22:44.299000+00:00,43.73,29.63,1.59,1.45,0.13,19.7,339.67,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,3.799,238
129363,57783,3374,H78,2018-12-16 20:22:44.400000+00:00,43.68,29.73,1.44,1.37,0.12,23.78,338.34,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,3.9,244
129364,57783,3374,H78,2018-12-16 20:22:44.500000+00:00,43.64,29.83,1.32,1.28,0.11,23.78,337.14,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,4.0,250
129365,57783,3374,H78,2018-12-16 20:22:44.599000+00:00,43.61,29.92,1.18,1.26,0.09,22.39,338.2,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,4.099,256
129366,57783,3374,H78,2018-12-16 20:22:44.700000+00:00,43.59,29.99,1.02,1.35,0.07,21.27,340.49,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,4.2,262
129367,57783,3374,H78,2018-12-16 20:22:44.799000+00:00,43.59,30.05,0.87,1.46,0.06,17.4,344.72,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,4.299,268
129368,57783,3374,H78,2018-12-16 20:22:44.900000+00:00,43.6,30.09,0.73,1.65,0.05,11.73,352.13,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,4.4,274
129369,57783,3374,H78,2018-12-16 20:22:45+00:00,43.64,30.13,0.59,1.58,0.05,4.72,4.41,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,4.5,280
129370,57783,3374,H78,2018-12-16 20:22:45.099000+00:00,43.68,30.15,0.48,1.53,0.04,355.12,19.32,,57783_003374,2018-12-16 20:22:40.500000+00:00,False,Home,4.599,286
