,video_frame,left,width,top,height,label,video,frame,x,y,top_deepsort,deepsort_cluster,label_deepsort,label_count_deepsort,track_confidence
10,57783_003374_Sideline_10,694,16,458,18,H78,57783_003374_Sideline,10,702.0,467.0,370.0,13.0,H62,13.0,0.3333333333333333
11,57783_003374_Sideline_10,706,13,296,18,H62,57783_003374_Sideline,10,712.0,305.0,402.0,10.0,H62,26.0,0.3880597014925373
12,57783_003374_Sideline_10,706,14,402,16,H56,57783_003374_Sideline,10,713.0,410.0,402.0,10.0,H62,26.0,0.3880597014925373
13,57783_003374_Sideline_10,708,13,427,16,H74,57783_003374_Sideline,10,714.0,435.0,427.0,9.0,H56,17.0,0.3953488372093023
14,57783_003374_Sideline_10,712,16,484,16,H81,57783_003374_Sideline,10,720.0,492.0,483.0,8.0,H81,23.0,0.46938775510204084
15,57783_003374_Sideline_10,720,14,346,16,H73,57783_003374_Sideline,10,727.0,354.0,345.0,7.0,H56,17.0,0.3617021276595745
16,57783_003374_Sideline_10,734,13,364,16,H12,57783_003374_Sideline,10,740.0,372.0,316.0,6.0,V24,28.0,0.5714285714285714
17,57783_003374_Sideline_10,735,13,316,16,V24,57783_003374_Sideline,10,741.0,324.0,316.0,6.0,V24,28.0,0.5714285714285714
18,57783_003374_Sideline_10,760,12,59,16,H72,57783_003374_Sideline,10,766.0,67.0,59.0,4.0,H72,36.0,0.782608695652174
19,57783_003374_Sideline_10,808,14,182,16,H14,57783_003374_Sideline,10,815.0,190.0,182.0,3.0,H14,37.0,0.7872340425531915
20,57783_003374_Sideline_10,835,13,54,14,H15,57783_003374_Sideline,10,841.0,61.0,54.0,2.0,H15,37.0,0.7708333333333334
21,57783_003374_Sideline_10,972,16,385,16,H25,57783_003374_Sideline,10,980.0,393.0,384.0,12.0,H25,48.0,1.0
0,57783_003374_Sideline_11,172,14,260,14,V25,57783_003374_Sideline,11,179.0,267.0,259.0,1.0,V25,48.0,1.0
1,57783_003374_Sideline_11,498,14,358,16,V55,57783_003374_Sideline,11,505.0,366.0,358.0,21.0,V55,35.0,0.8974358974358975
2,57783_003374_Sideline_11,500,14,412,16,V38,57783_003374_Sideline,11,507.0,420.0,412.0,20.0,V38,44.0,0.7719298245614035
3,57783_003374_Sideline_11,526,15,498,15,V54,57783_003374_Sideline,11,534.0,506.0,498.0,19.0,V54,40.0,0.8163265306122449
4,57783_003374_Sideline_11,542,14,301,17,V31,57783_003374_Sideline,11,549.0,309.0,300.0,18.0,V31,39.0,0.8297872340425532
5,57783_003374_Sideline_11,643,13,187,16,V57,57783_003374_Sideline,11,649.0,195.0,187.0,16.0,V57,34.0,0.8717948717948718
6,57783_003374_Sideline_11,643,13,474,16,V98,57783_003374_Sideline,11,649.0,482.0,187.0,16.0,V57,34.0,0.8717948717948718
7,57783_003374_Sideline_11,664,14,420,16,V96,57783_003374_Sideline,11,671.0,428.0,420.0,15.0,V96,38.0,0.8260869565217391
8,57783_003374_Sideline_11,686,13,360,16,V99,57783_003374_Sideline,11,692.0,368.0,359.0,14.0,V99,23.0,0.8518518518518519
9,57783_003374_Sideline_11,694,14,371,17,V90,57783_003374_Sideline,11,701.0,379.0,457.0,22.0,H78,17.0,0.288135593220339
10,57783_003374_Sideline_11,694,16,458,17,H78,57783_003374_Sideline,11,702.0,466.0,457.0,22.0,H78,17.0,0.288135593220339
11,57783_003374_Sideline_11,706,13,296,18,H62,57783_003374_Sideline,11,712.0,305.0,401.0,10.0,H62,26.0,0.3880597014925373
12,57783_003374_Sideline_11,707,13,401,15,H56,57783_003374_Sideline,11,713.0,409.0,427.0,9.0,H56,17.0,0.3953488372093023
13,57783_003374_Sideline_11,708,13,427,16,H74,57783_003374_Sideline,11,714.0,435.0,427.0,9.0,H56,17.0,0.3953488372093023
14,57783_003374_Sideline_11,712,16,484,16,H81,57783_003374_Sideline,11,720.0,492.0,483.0,8.0,H81,23.0,0.46938775510204084
15,57783_003374_Sideline_11,720,14,346,15,H73,57783_003374_Sideline,11,727.0,354.0,346.0,7.0,H56,17.0,0.3617021276595745
16,57783_003374_Sideline_11,735,13,316,16,H12,57783_003374_Sideline,11,741.0,324.0,316.0,6.0,V24,28.0,0.5714285714285714
17,57783_003374_Sideline_11,735,13,365,14,V24,57783_003374_Sideline,11,741.0,372.0,316.0,6.0,V24,28.0,0.5714285714285714
18,57783_003374_Sideline_11,760,12,59,15,H72,57783_003374_Sideline,11,766.0,67.0,59.0,4.0,H72,36.0,0.782608695652174
19,57783_003374_Sideline_11,808,14,182,16,H14,57783_003374_Sideline,11,815.0,190.0,182.0,3.0,H14,37.0,0.7872340425531915
20,57783_003374_Sideline_11,835,13,54,14,H15,57783_003374_Sideline,11,841.0,61.0,54.0,2.0,H15,37.0,0.7708333333333334
21,57783_003374_Sideline_11,972,16,385,16,H25,57783_003374_Sideline,11,980.0,393.0,384.0,12.0,H25,48.0,1.0
0,57783_003374_Sideline_12,172,13,260,14,V25,57783_003374_Sideline,12,178.0,267.0,259.0,1.0,V25,48.0,1.0
1,57783_003374_Sideline_12,498,15,358,16,V55,57783_003374_Sideline,12,506.0,366.0,357.0,21.0,V55,35.0,0.8974358974358975
2,57783_003374_Sideline_12,500,14,412,15,V38,57783_003374_Sideline,12,507.0,420.0,412.0,20.0,V38,44.0,0.7719298245614035
3,57783_003374_Sideline_12,526,15,498,14,V54,57783_003374_Sideline,12,534.0,505.0,498.0,19.0,V54,40.0,0.8163265306122449
4,57783_003374_Sideline_12,542,14,301,17,V31,57783_003374_Sideline,12,549.0,309.0,300.0,18.0,V31,39.0,0.8297872340425532
5,57783_003374_Sideline_12,643,13,187,16,V57,57783_003374_Sideline,12,649.0,195.0,186.0,16.0,V57,34.0,0.8717948717948718
6,57783_003374_Sideline_12,643,13,474,16,V98,57783_003374_Sideline,12,649.0,482.0,186.0,16.0,V57,34.0,0.8717948717948718
7,57783_003374_Sideline_12,664,14,420,16,V96,57783_003374_Sideline,12,671.0,428.0,420.0,15.0,V96,38.0,0.8260869565217391
8,57783_003374_Sideline_12,686,13,360,16,V99,57783_003374_Sideline,12,692.0,368.0,359.0,14.0,V99,23.0,0.8518518518518519
9,57783_003374_Sideline_12,694,14,371,17,V90,57783_003374_Sideline,12,701.0,379.0,457.0,22.0,H78,17.0,0.288135593220339
10,57783_003374_Sideline_12,694,16,458,17,H78,57783_003374_Sideline,12,702.0,466.0,457.0,22.0,H78,17.0,0.288135593220339
11,57783_003374_Sideline_12,706,13,296,18,H62,57783_003374_Sideline,12,712.0,305.0,401.0,10.0,H62,26.0,0.3880597014925373
12,57783_003374_Sideline_12,706,14,401,14,H56,57783_003374_Sideline,12,713.0,408.0,401.0,10.0,H62,26.0,0.3880597014925373
13,57783_003374_Sideline_12,708,13,427,16,H74,57783_003374_Sideline,12,714.0,435.0,427.0,9.0,H56,17.0,0.3953488372093023
14,57783_003374_Sideline_12,712,16,484,16,H81,57783_003374_Sideline,12,720.0,492.0,484.0,8.0,H81,23.0,0.46938775510204084
15,57783_003374_Sideline_12,720,14,346,15,H73,57783_003374_Sideline,12,727.0,354.0,346.0,7.0,H56,17.0,0.3617021276595745
16,57783_003374_Sideline_12,735,13,316,16,H12,57783_003374_Sideline,12,741.0,324.0,365.0,5.0,H12,32.0,0.64
17,57783_003374_Sideline_12,735,13,366,14,V24,57783_003374_Sideline,12,741.0,373.0,365.0,5.0,H12,32.0,0.64
18,57783_003374_Sideline_12,760,12,59,15,H72,57783_003374_Sideline,12,766.0,67.0,59.0,4.0,H72,36.0,0.782608695652174
19,57783_003374_Sideline_12,808,14,182,16,H14,57783_003374_Sideline,12,815.0,190.0,181.0,3.0,H14,37.0,0.7872340425531915
20,57783_003374_Sideline_12,835,13,54,14,H15,57783_003374_Sideline,12,841.0,61.0,53.0,2.0,H15,37.0,0.7708333333333334
21,57783_003374_Sideline_12,972,16,385,15,H25,57783_003374_Sideline,12,980.0,393.0,385.0,12.0,H25,48.0,1.0
0,57783_003374_Sideline_13,172,13,260,14,V25,57783_003374_Sideline,13,178.0,267.0,260.0,1.0,V25,48.0,1.0
1,57783_003374_Sideline_13,498,15,358,16,V55,57783_003374_Sideline,13,506.0,366.0,357.0,21.0,V55,35.0,0.8974358974358975
2,57783_003374_Sideline_13,500,14,412,15,V38,57783_003374_Sideline,13,507.0,420.0,412.0,20.0,V38,44.0,0.7719298245614035
3,57783_003374_Sideline_13,526,15,498,14,V54,57783_003374_Sideline,13,534.0,505.0,498.0,19.0,V54,40.0,0.8163265306122449
4,57783_003374_Sideline_13,542,14,301,17,V31,57783_003374_Sideline,13,549.0,309.0,300.0,18.0,V31,39.0,0.8297872340425532
5,57783_003374_Sideline_13,643,13,187,16,V57,57783_003374_Sideline,13,649.0,195.0,186.0,16.0,V57,34.0,0.8717948717948718
6,57783_003374_Sideline_13,643,13,474,16,V98,57783_003374_Sideline,13,649.0,482.0,186.0,16.0,V57,34.0,0.8717948717948718
7,57783_003374_Sideline_13,665,12,420,16,V96,57783_003374_Sideline,13,671.0,428.0,420.0,15.0,V96,38.0,0.8260869565217391
8,57783_003374_Sideline_13,686,12,361,15,V99,57783_003374_Sideline,13,692.0,369.0,360.0,14.0,V99,23.0,0.8518518518518519
9,57783_003374_Sideline_13,694,14,371,16,V90,57783_003374_Sideline,13,701.0,379.0,457.0,22.0,H78,17.0,0.288135593220339
10,57783_003374_Sideline_13,694,16,458,16,H78,57783_003374_Sideline,13,702.0,466.0,457.0,22.0,H78,17.0,0.288135593220339
11,57783_003374_Sideline_13,706,13,296,17,H62,57783_003374_Sideline,13,712.0,304.0,400.0,10.0,H62,26.0,0.3880597014925373
12,57783_003374_Sideline_13,706,14,400,15,H56,57783_003374_Sideline,13,713.0,408.0,400.0,10.0,H62,26.0,0.3880597014925373
13,57783_003374_Sideline_13,708,13,427,16,H74,57783_003374_Sideline,13,714.0,435.0,427.0,9.0,H56,17.0,0.3953488372093023
14,57783_003374_Sideline_13,712,16,483,17,H81,57783_003374_Sideline,13,720.0,491.0,483.0,8.0,H81,23.0,0.46938775510204084
15,57783_003374_Sideline_13,720,14,345,16,H73,57783_003374_Sideline,13,727.0,353.0,345.0,7.0,H56,17.0,0.3617021276595745
16,57783_003374_Sideline_13,735,13,316,16,H12,57783_003374_Sideline,13,741.0,324.0,365.0,5.0,H12,32.0,0.64
17,57783_003374_Sideline_13,735,13,366,14,V24,57783_003374_Sideline,13,741.0,373.0,365.0,5.0,H12,32.0,0.64
18,57783_003374_Sideline_13,760,12,59,15,H72,57783_003374_Sideline,13,766.0,67.0,59.0,4.0,H72,36.0,0.782608695652174
19,57783_003374_Sideline_13,808,13,182,16,H14,57783_003374_Sideline,13,814.0,190.0,181.0,3.0,H14,37.0,0.7872340425531915
20,57783_003374_Sideline_13,835,13,54,14,H15,57783_003374_Sideline,13,841.0,61.0,53.0,2.0,H15,37.0,0.7708333333333334
21,57783_003374_Sideline_13,972,15,385,15,H25,57783_003374_Sideline,13,980.0,393.0,385.0,12.0,H25,48.0,1.0
0,57783_003374_Sideline_14,172,13,260,14,V25,57783_003374_Sideline,14,178.0,267.0,260.0,1.0,V25,48.0,1.0
1,57783_003374_Sideline_14,498,15,358,16,V55,57783_003374_Sideline,14,506.0,366.0,357.0,21.0,V55,35.0,0.8974358974358975
2,57783_003374_Sideline_14,500,14,412,15,V38,57783_003374_Sideline,14,507.0,420.0,412.0,20.0,V38,44.0,0.7719298245614035
3,57783_003374_Sideline_14,526,16,498,14,V54,57783_003374_Sideline,14,534.0,505.0,498.0,19.0,V54,40.0,0.8163265306122449
4,57783_003374_Sideline_14,542,14,301,17,V31,57783_003374_Sideline,14,549.0,309.0,300.0,18.0,V31,39.0,0.8297872340425532
5,57783_003374_Sideline_14,643,13,187,16,V57,57783_003374_Sideline,14,649.0,195.0,186.0,16.0,V57,34.0,0.8717948717948718
6,57783_003374_Sideline_14,643,13,474,16,V98,57783_003374_Sideline,14,649.0,482.0,186.0,16.0,V57,34.0,0.8717948717948718
7,57783_003374_Sideline_14,665,12,420,16,V96,57783_003374_Sideline,14,671.0,428.0,420.0,15.0,V96,38.0,0.8260869565217391
8,57783_003374_Sideline_14,686,12,360,16,V99,57783_003374_Sideline,14,692.0,368.0,360.0,14.0,V99,23.0,0.8518518518518519
9,57783_003374_Sideline_14,694,14,371,17,V90,57783_003374_Sideline,14,701.0,379.0,457.0,22.0,H78,17.0,0.288135593220339
10,57783_003374_Sideline_14,694,16,458,16,H78,57783_003374_Sideline,14,702.0,466.0,457.0,22.0,H78,17.0,0.288135593220339
11,57783_003374_Sideline_14,706,13,296,17,H62,57783_003374_Sideline,14,712.0,304.0,401.0,10.0,H62,26.0,0.3880597014925373
12,57783_003374_Sideline_14,706,14,401,15,H56,57783_003374_Sideline,14,713.0,409.0,401.0,10.0,H62,26.0,0.3880597014925373
13,57783_003374_Sideline_14,708,13,428,16,H74,57783_003374_Sideline,14,714.0,436.0,427.0,9.0,H56,17.0,0.3953488372093023
14,57783_003374_Sideline_14,714,14,484,17,H73,57783_003374_Sideline,14,721.0,492.0,483.0,8.0,H81,23.0,0.46938775510204084
15,57783_003374_Sideline_14,720,13,346,14,H81,57783_003374_Sideline,14,726.0,353.0,345.0,7.0,H56,17.0,0.3617021276595745
16,57783_003374_Sideline_14,735,13,316,16,H12,57783_003374_Sideline,14,741.0,324.0,366.0,5.0,H12,32.0,0.64
17,57783_003374_Sideline_14,735,13,367,14,V24,57783_003374_Sideline,14,741.0,374.0,366.0,5.0,H12,32.0,0.64
18,57783_003374_Sideline_14,760,11,59,15,H72,57783_003374_Sideline,14,766.0,67.0,59.0,4.0,H72,36.0,0.782608695652174
19,57783_003374_Sideline_14,808,13,182,16,H14,57783_003374_Sideline,14,814.0,190.0,181.0,3.0,H14,37.0,0.7872340425531915
20,57783_003374_Sideline_14,835,13,54,14,H15,57783_003374_Sideline,14,841.0,61.0,53.0,2.0,H15,37.0,0.7708333333333334
21,57783_003374_Sideline_14,972,15,385,15,H25,57783_003374_Sideline,14,980.0,393.0,385.0,12.0,H25,48.0,1.0
0,57783_003374_Sideline_15,173,12,259,14,V25,57783_003374_Sideline,15,179.0,266.0,259.0,1.0,V25,48.0,1.0
1,57783_003374_Sideline_15,498,15,358,16,V55,57783_003374_Sideline,15,506.0,366.0,357.0,21.0,V55,35.0,0.8974358974358975
2,57783_003374_Sideline_15,500,14,412,15,V38,57783_003374_Sideline,15,507.0,420.0,412.0,20.0,V38,44.0,0.7719298245614035
3,57783_003374_Sideline_15,526,16,498,14,V54,57783_003374_Sideline,15,534.0,505.0,498.0,19.0,V54,40.0,0.8163265306122449
4,57783_003374_Sideline_15,542,14,301,17,V31,57783_003374_Sideline,15,549.0,309.0,300.0,18.0,V31,39.0,0.8297872340425532
5,57783_003374_Sideline_15,643,13,187,16,V57,57783_003374_Sideline,15,649.0,195.0,473.0,17.0,V98,40.0,0.7017543859649122
6,57783_003374_Sideline_15,643,13,474,16,V98,57783_003374_Sideline,15,649.0,482.0,473.0,17.0,V98,40.0,0.7017543859649122
7,57783_003374_Sideline_15,665,12,419,16,V96,57783_003374_Sideline,15,671.0,427.0,419.0,15.0,V96,38.0,0.8260869565217391
8,57783_003374_Sideline_15,685,13,360,16,V99,57783_003374_Sideline,15,691.0,368.0,360.0,14.0,V99,23.0,0.8518518518518519
9,57783_003374_Sideline_15,694,14,371,16,V90,57783_003374_Sideline,15,701.0,379.0,457.0,22.0,H78,17.0,0.288135593220339
10,57783_003374_Sideline_15,694,16,458,17,H78,57783_003374_Sideline,15,702.0,466.0,457.0,22.0,H78,17.0,0.288135593220339
11,57783_003374_Sideline_15,706,13,296,17,H62,57783_003374_Sideline,15,712.0,304.0,400.0,10.0,H62,26.0,0.3880597014925373
12,57783_003374_Sideline_15,706,14,401,14,H56,57783_003374_Sideline,15,713.0,408.0,400.0,10.0,H62,26.0,0.3880597014925373
13,57783_003374_Sideline_15,708,14,428,15,H74,57783_003374_Sideline,15,715.0,436.0,428.0,9.0,H56,17.0,0.3953488372093023
14,57783_003374_Sideline_15,714,14,484,17,H73,57783_003374_Sideline,15,721.0,492.0,483.0,8.0,H81,23.0,0.46938775510204084
15,57783_003374_Sideline_15,720,13,345,16,H81,57783_003374_Sideline,15,726.0,353.0,345.0,7.0,H56,17.0,0.3617021276595745
16,57783_003374_Sideline_15,734,14,367,16,V24,57783_003374_Sideline,15,741.0,375.0,366.0,5.0,H12,32.0,0.64
17,57783_003374_Sideline_15,735,13,316,16,H12,57783_003374_Sideline,15,741.0,324.0,366.0,5.0,H12,32.0,0.64
18,57783_003374_Sideline_15,760,11,59,15,H72,57783_003374_Sideline,15,766.0,67.0,59.0,4.0,H72,36.0,0.782608695652174
19,57783_003374_Sideline_15,808,13,182,16,H14,57783_003374_Sideline,15,814.0,190.0,181.0,3.0,H14,37.0,0.7872340425531915
20,57783_003374_Sideline_15,835,13,54,14,H15,57783_003374_Sideline,15,841.0,61.0,53.0,2.0,H15,37.0,0.7708333333333334
21,57783_003374_Sideline_15,972,15,385,15,H25,57783_003374_Sideline,15,980.0,393.0,385.0,12.0,H25,48.0,1.0
0,57783_003374_Sideline_16,173,12,261,13,V25,57783_003374_Sideline,16,179.0,267.0,260.0,1.0,V25,48.0,1.0
1,57783_003374_Sideline_16,498,14,358,16,V55,57783_003374_Sideline,16,505.0,366.0,357.0,21.0,V55,35.0,0.8974358974358975
2,57783_003374_Sideline_16,500,14,412,15,V38,57783_003374_Sideline,16,507.0,420.0,412.0,20.0,V38,44.0,0.7719298245614035
3,57783_003374_Sideline_16,526,16,498,14,V54,57783_003374_Sideline,16,534.0,505.0,497.0,19.0,V54,40.0,0.8163265306122449
4,57783_003374_Sideline_16,542,14,301,17,V31,57783_003374_Sideline,16,549.0,309.0,300.0,18.0,V31,39.0,0.8297872340425532
5,57783_003374_Sideline_16,643,13,187,16,V57,57783_003374_Sideline,16,649.0,195.0,473.0,17.0,V98,40.0,0.7017543859649122
6,57783_003374_Sideline_16,643,13,474,16,V98,57783_003374_Sideline,16,649.0,482.0,473.0,17.0,V98,40.0,0.7017543859649122
7,57783_003374_Sideline_16,666,12,419,16,V96,57783_003374_Sideline,16,672.0,427.0,419.0,15.0,V96,38.0,0.8260869565217391
8,57783_003374_Sideline_16,685,13,360,15,V99,57783_003374_Sideline,16,691.0,368.0,360.0,14.0,V99,23.0,0.8518518518518519
9,57783_003374_Sideline_16,694,14,370,16,V90,57783_003374_Sideline,16,701.0,378.0,457.0,22.0,H78,17.0,0.288135593220339
10,57783_003374_Sideline_16,694,15,458,16,H78,57783_003374_Sideline,16,702.0,466.0,457.0,22.0,H78,17.0,0.288135593220339
11,57783_003374_Sideline_16,706,13,296,17,H62,57783_003374_Sideline,16,712.0,304.0,400.0,10.0,H62,26.0,0.3880597014925373
12,57783_003374_Sideline_16,706,14,400,14,H56,57783_003374_Sideline,16,713.0,407.0,400.0,10.0,H62,26.0,0.3880597014925373
13,57783_003374_Sideline_16,708,14,429,15,H74,57783_003374_Sideline,16,715.0,437.0,429.0,9.0,H56,17.0,0.3953488372093023
14,57783_003374_Sideline_16,715,14,484,16,H73,57783_003374_Sideline,16,722.0,492.0,483.0,8.0,H81,23.0,0.46938775510204084
15,57783_003374_Sideline_16,720,12,345,16,H81,57783_003374_Sideline,16,726.0,353.0,345.0,7.0,H56,17.0,0.3617021276595745
16,57783_003374_Sideline_16,733,15,368,16,H12,57783_003374_Sideline,16,741.0,376.0,367.0,5.0,H12,32.0,0.64
17,57783_003374_Sideline_16,734,14,316,16,V24,57783_003374_Sideline,16,741.0,324.0,315.0,6.0,V24,28.0,0.5714285714285714
18,57783_003374_Sideline_16,760,10,60,14,H72,57783_003374_Sideline,16,765.0,67.0,59.0,4.0,H72,36.0,0.782608695652174
19,57783_003374_Sideline_16,808,13,182,16,H14,57783_003374_Sideline,16,814.0,190.0,181.0,3.0,H14,37.0,0.7872340425531915
20,57783_003374_Sideline_16,835,13,54,14,H15,57783_003374_Sideline,16,841.0,61.0,53.0,2.0,H15,37.0,0.7708333333333334
21,57783_003374_Sideline_16,972,14,385,15,H25,57783_003374_Sideline,16,979.0,393.0,385.0,12.0,H25,48.0,1.0
0,57783_003374_Sideline_17,173,12,261,13,V25,57783_003374_Sideline,17,179.0,267.0,260.0,1.0,V25,48.0,1.0
1,57783_003374_Sideline_17,498,14,358,16,V55,57783_003374_Sideline,17,505.0,366.0,357.0,21.0,V55,35.0,0.8974358974358975
2,57783_003374_Sideline_17,500,14,412,15,V38,57783_003374_Sideline,17,507.0,420.0,412.0,20.0,V38,44.0,0.7719298245614035
3,57783_003374_Sideline_17,526,16,498,14,V54,57783_003374_Sideline,17,534.0,505.0,497.0,19.0,V54,40.0,0.8163265306122449
4,57783_003374_Sideline_17,542,14,301,17,V31,57783_003374_Sideline,17,549.0,309.0,300.0,18.0,V31,39.0,0.8297872340425532
5,57783_003374_Sideline_17,643,13,187,16,V57,57783_003374_Sideline,17,649.0,195.0,473.0,17.0,V98,40.0,0.7017543859649122
6,57783_003374_Sideline_17,643,13,474,16,V98,57783_003374_Sideline,17,649.0,482.0,473.0,17.0,V98,40.0,0.7017543859649122
7,57783_003374_Sideline_17,665,13,419,16,V96,57783_003374_Sideline,17,671.0,427.0,418.0,15.0,V96,38.0,0.8260869565217391
8,57783_003374_Sideline_17,686,12,360,15,V99,57783_003374_Sideline,17,692.0,368.0,360.0,14.0,V99,23.0,0.8518518518518519
9,57783_003374_Sideline_17,694,14,370,16,V90,57783_003374_Sideline,17,701.0,378.0,457.0,22.0,H78,17.0,0.288135593220339
10,57783_003374_Sideline_17,694,15,458,16,H78,57783_003374_Sideline,17,702.0,466.0,457.0,22.0,H78,17.0,0.288135593220339
11,57783_003374_Sideline_17,706,13,296,17,H62,57783_003374_Sideline,17,712.0,304.0,400.0,10.0,H62,26.0,0.3880597014925373
12,57783_003374_Sideline_17,706,14,400,15,H56,57783_003374_Sideline,17,713.0,408.0,400.0,10.0,H62,26.0,0.3880597014925373
13,57783_003374_Sideline_17,708,13,428,16,H74,57783_003374_Sideline,17,714.0,436.0,428.0,9.0,H56,17.0,0.3953488372093023
14,57783_003374_Sideline_17,715,14,484,16,H73,57783_003374_Sideline,17,722.0,492.0,483.0,8.0,H81,23.0,0.46938775510204084
15,57783_003374_Sideline_17,719,13,345,16,H81,57783_003374_Sideline,17,725.0,353.0,344.0,7.0,H56,17.0,0.3617021276595745
16,57783_003374_Sideline_17,734,14,316,16,V24,57783_003374_Sideline,17,741.0,324.0,368.0,5.0,H12,32.0,0.64
17,57783_003374_Sideline_17,734,14,368,14,H12,57783_003374_Sideline,17,741.0,375.0,368.0,5.0,H12,32.0,0.64
18,57783_003374_Sideline_17,760,10,59,15,H72,57783_003374_Sideline,17,765.0,67.0,59.0,4.0,H72,36.0,0.782608695652174
19,57783_003374_Sideline_17,808,12,182,16,H14,57783_003374_Sideline,17,814.0,190.0,181.0,3.0,H14,37.0,0.7872340425531915
20,57783_003374_Sideline_17,835,13,54,14,H15,57783_003374_Sideline,17,841.0,61.0,53.0,2.0,H15,37.0,0.7708333333333334
21,57783_003374_Sideline_17,972,14,385,15,H25,57783_003374_Sideline,17,979.0,393.0,385.0,12.0,H25,48.0,1.0
0,57783_003374_Sideline_18,174,11,261,13,V25,57783_003374_Sideline,18,180.0,267.0,260.0,1.0,V25,48.0,1.0
1,57783_003374_Sideline_18,498,14,358,15,V55,57783_003374_Sideline,18,505.0,366.0,358.0,21.0,V55,35.0,0.8974358974358975
2,57783_003374_Sideline_18,500,14,412,15,V38,57783_003374_Sideline,18,507.0,420.0,412.0,20.0,V38,44.0,0.7719298245614035
3,57783_003374_Sideline_18,527,15,497,15,V54,57783_003374_Sideline,18,535.0,505.0,497.0,19.0,V54,40.0,0.8163265306122449
4,57783_003374_Sideline_18,542,14,301,17,V31,57783_003374_Sideline,18,549.0,309.0,300.0,18.0,V31,39.0,0.8297872340425532
5,57783_003374_Sideline_18,643,13,187,16,V57,57783_003374_Sideline,18,649.0,195.0,473.0,17.0,V98,40.0,0.7017543859649122
6,57783_003374_Sideline_18,644,12,473,16,V98,57783_003374_Sideline,18,650.0,481.0,473.0,17.0,V98,40.0,0.7017543859649122
7,57783_003374_Sideline_18,666,12,418,17,V96,57783_003374_Sideline,18,672.0,426.0,417.0,15.0,V96,38.0,0.8260869565217391
8,57783_003374_Sideline_18,686,13,360,14,V99,57783_003374_Sideline,18,692.0,367.0,360.0,14.0,V99,23.0,0.8518518518518519
9,57783_003374_Sideline_18,693,14,369,16,V90,57783_003374_Sideline,18,700.0,377.0,456.0,22.0,H78,17.0,0.288135593220339
10,57783_003374_Sideline_18,695,13,456,16,H78,57783_003374_Sideline,18,701.0,464.0,456.0,22.0,H78,17.0,0.288135593220339
11,57783_003374_Sideline_18,705,14,400,16,H62,57783_003374_Sideline,18,712.0,408.0,400.0,10.0,H62,26.0,0.3880597014925373
12,57783_003374_Sideline_18,706,14,296,16,H56,57783_003374_Sideline,18,713.0,304.0,295.0,11.0,H74,9.0,0.36
13,57783_003374_Sideline_18,708,14,429,15,H74,57783_003374_Sideline,18,715.0,437.0,429.0,9.0,H56,17.0,0.3953488372093023
14,57783_003374_Sideline_18,714,14,483,17,H73,57783_003374_Sideline,18,721.0,491.0,482.0,8.0,H81,23.0,0.46938775510204084
15,57783_003374_Sideline_18,718,14,345,15,H81,57783_003374_Sideline,18,725.0,353.0,345.0,7.0,H56,17.0,0.3617021276595745
16,57783_003374_Sideline_18,734,14,316,15,H12,57783_003374_Sideline,18,741.0,324.0,368.0,5.0,H12,32.0,0.64
17,57783_003374_Sideline_18,734,14,368,14,V24,57783_003374_Sideline,18,741.0,375.0,368.0,5.0,H12,32.0,0.64
18,57783_003374_Sideline_18,759,11,59,15,H72,57783_003374_Sideline,18,765.0,67.0,59.0,4.0,H72,36.0,0.782608695652174
19,57783_003374_Sideline_18,808,12,182,16,H14,57783_003374_Sideline,18,814.0,190.0,181.0,3.0,H14,37.0,0.7872340425531915
20,57783_003374_Sideline_18,834,14,54,14,H15,57783_003374_Sideline,18,841.0,61.0,53.0,2.0,H15,37.0,0.7708333333333334
21,57783_003374_Sideline_18,972,14,385,15,H25,57783_003374_Sideline,18,979.0,393.0,385.0,12.0,H25,48.0,1.0
0,57783_003374_Sideline_19,172,12,261,13,V25,57783_003374_Sideline,19,178.0,267.0,260.0,1.0,V25,48.0,1.0
1,57783_003374_Sideline_19,498,15,357,16,V55,57783_003374_Sideline,19,506.0,365.0,357.0,21.0,V55,35.0,0.8974358974358975
2,57783_003374_Sideline_19,500,14,412,14,V38,57783_003374_Sideline,19,507.0,419.0,412.0,20.0,V38,44.0,0.7719298245614035
3,57783_003374_Sideline_19,526,16,497,15,V54,57783_003374_Sideline,19,534.0,505.0,497.0,19.0,V54,40.0,0.8163265306122449
4,57783_003374_Sideline_19,542,14,301,16,V31,57783_003374_Sideline,19,549.0,309.0,300.0,18.0,V31,39.0,0.8297872340425532
5,57783_003374_Sideline_19,643,13,187,15,V57,57783_003374_Sideline,19,649.0,195.0,472.0,17.0,V98,40.0,0.7017543859649122
6,57783_003374_Sideline_19,644,13,472,16,V98,57783_003374_Sideline,19,650.0,480.0,472.0,17.0,V98,40.0,0.7017543859649122
7,57783_003374_Sideline_19,665,13,418,16,V96,57783_003374_Sideline,19,671.0,426.0,417.0,15.0,V96,38.0,0.8260869565217391
8,57783_003374_Sideline_19,687,13,358,15,V99,57783_003374_Sideline,19,693.0,366.0,359.0,14.0,V99,23.0,0.8518518518518519
9,57783_003374_Sideline_19,694,12,368,16,V90,57783_003374_Sideline,19,700.0,376.0,456.0,22.0,H78,17.0,0.288135593220339
