,video_frame,left,width,top,height,conf,game_play,video,frame,x,y,y_im,frame_int
312913,57910_001164_Sideline_89,938,16,180,17,0.87060547,57910_001164,57910_001164_Sideline.mp4,89,946.0,188.0,532.0,89
312914,57910_001164_Sideline_89,502,17,371,17,0.8745117,57910_001164,57910_001164_Sideline.mp4,89,510.0,379.0,341.0,89
312915,57910_001164_Sideline_89,1110,18,377,18,0.8823242,57910_001164,57910_001164_Sideline.mp4,89,1119.0,386.0,334.0,89
312999,57910_001164_Sideline_93,496,13,316,16,0.122802734,57910_001164,57910_001164_Sideline.mp4,93,502.0,324.0,396.0,93
313000,57910_001164_Sideline_93,419,20,346,21,0.13549805,57910_001164,57910_001164_Sideline.mp4,93,429.0,356.0,364.0,93
313001,57910_001164_Sideline_93,214,14,293,13,0.21972656,57910_001164,57910_001164_Sideline.mp4,93,221.0,299.0,421.0,93
313002,57910_001164_Sideline_93,399,13,317,15,0.3786621,57910_001164,57910_001164_Sideline.mp4,93,405.0,325.0,395.0,93
313003,57910_001164_Sideline_93,459,15,280,16,0.46826172,57910_001164,57910_001164_Sideline.mp4,93,467.0,288.0,432.0,93
313004,57910_001164_Sideline_93,434,14,272,16,0.49365234,57910_001164,57910_001164_Sideline.mp4,93,441.0,280.0,440.0,93
313005,57910_001164_Sideline_93,454,16,267,15,0.6201172,57910_001164,57910_001164_Sideline.mp4,93,462.0,275.0,445.0,93
313006,57910_001164_Sideline_93,446,14,276,14,0.6401367,57910_001164,57910_001164_Sideline.mp4,93,453.0,283.0,437.0,93
313007,57910_001164_Sideline_93,506,14,304,13,0.7167969,57910_001164,57910_001164_Sideline.mp4,93,513.0,310.0,410.0,93
313008,57910_001164_Sideline_93,471,16,278,15,0.7421875,57910_001164,57910_001164_Sideline.mp4,93,479.0,286.0,434.0,93
313009,57910_001164_Sideline_93,210,14,282,14,0.7524414,57910_001164,57910_001164_Sideline.mp4,93,217.0,289.0,431.0,93
313010,57910_001164_Sideline_93,416,16,331,17,0.7597656,57910_001164,57910_001164_Sideline.mp4,93,424.0,339.0,381.0,93
313011,57910_001164_Sideline_93,410,14,312,16,0.765625,57910_001164,57910_001164_Sideline.mp4,93,417.0,320.0,400.0,93
313012,57910_001164_Sideline_93,437,15,259,15,0.7841797,57910_001164,57910_001164_Sideline.mp4,93,445.0,267.0,453.0,93
313013,57910_001164_Sideline_93,506,16,314,18,0.81689453,57910_001164,57910_001164_Sideline.mp4,93,514.0,323.0,397.0,93
313014,57910_001164_Sideline_93,527,17,538,16,0.8261719,57910_001164,57910_001164_Sideline.mp4,93,535.0,546.0,174.0,93
313015,57910_001164_Sideline_93,487,17,528,18,0.83447266,57910_001164,57910_001164_Sideline.mp4,93,495.0,537.0,183.0,93
313016,57910_001164_Sideline_93,452,17,229,18,0.8354492,57910_001164,57910_001164_Sideline.mp4,93,460.0,238.0,482.0,93
313017,57910_001164_Sideline_93,688,14,118,16,0.8413086,57910_001164,57910_001164_Sideline.mp4,93,695.0,126.0,594.0,93
313018,57910_001164_Sideline_93,391,15,256,16,0.8457031,57910_001164,57910_001164_Sideline.mp4,93,399.0,264.0,456.0,93
313019,57910_001164_Sideline_93,432,16,225,14,0.8457031,57910_001164,57910_001164_Sideline.mp4,93,440.0,232.0,488.0,93
313020,57910_001164_Sideline_93,524,15,130,17,0.84814453,57910_001164,57910_001164_Sideline.mp4,93,532.0,138.0,582.0,93
313021,57910_001164_Sideline_93,500,18,372,18,0.86035156,57910_001164,57910_001164_Sideline.mp4,93,509.0,381.0,339.0,93
313022,57910_001164_Sideline_93,464,16,356,20,0.86376953,57910_001164,57910_001164_Sideline.mp4,93,472.0,366.0,354.0,93
313023,57910_001164_Sideline_93,546,18,249,18,0.8642578,57910_001164,57910_001164_Sideline.mp4,93,555.0,258.0,462.0,93
313024,57910_001164_Sideline_93,936,16,182,17,0.875,57910_001164,57910_001164_Sideline.mp4,93,944.0,190.0,530.0,93
313025,57910_001164_Sideline_93,1110,20,377,19,0.8798828,57910_001164,57910_001164_Sideline.mp4,93,1120.0,387.0,333.0,93
313107,57910_001164_Sideline_97,422,14,290,15,0.1274414,57910_001164,57910_001164_Sideline.mp4,97,429.0,298.0,422.0,97
313108,57910_001164_Sideline_97,411,19,346,20,0.18566895,57910_001164,57910_001164_Sideline.mp4,97,421.0,356.0,364.0,97
313109,57910_001164_Sideline_97,494,12,310,14,0.29077148,57910_001164,57910_001164_Sideline.mp4,97,500.0,317.0,403.0,97
313110,57910_001164_Sideline_97,412,14,259,17,0.32348633,57910_001164,57910_001164_Sideline.mp4,97,419.0,267.0,453.0,97
313111,57910_001164_Sideline_97,442,13,277,14,0.36938477,57910_001164,57910_001164_Sideline.mp4,97,448.0,284.0,436.0,97
313112,57910_001164_Sideline_97,437,13,237,17,0.4802246,57910_001164,57910_001164_Sideline.mp4,97,443.0,245.0,475.0,97
313113,57910_001164_Sideline_97,505,13,304,10,0.59277344,57910_001164,57910_001164_Sideline.mp4,97,511.0,309.0,411.0,97
313114,57910_001164_Sideline_97,434,16,261,15,0.7133789,57910_001164,57910_001164_Sideline.mp4,97,442.0,269.0,451.0,97
313115,57910_001164_Sideline_97,404,15,314,16,0.7480469,57910_001164,57910_001164_Sideline.mp4,97,412.0,322.0,398.0,97
313116,57910_001164_Sideline_97,453,15,269,17,0.7548828,57910_001164,57910_001164_Sideline.mp4,97,461.0,277.0,443.0,97
313117,57910_001164_Sideline_97,466,17,282,16,0.76123047,57910_001164,57910_001164_Sideline.mp4,97,474.0,290.0,430.0,97
313118,57910_001164_Sideline_97,504,16,312,16,0.76660156,57910_001164,57910_001164_Sideline.mp4,97,512.0,320.0,400.0,97
313119,57910_001164_Sideline_97,431,13,274,16,0.7734375,57910_001164,57910_001164_Sideline.mp4,97,437.0,282.0,438.0,97
313120,57910_001164_Sideline_97,410,16,333,17,0.78271484,57910_001164,57910_001164_Sideline.mp4,97,418.0,341.0,379.0,97
313121,57910_001164_Sideline_97,396,14,256,14,0.8105469,57910_001164,57910_001164_Sideline.mp4,97,403.0,263.0,457.0,97
313122,57910_001164_Sideline_97,448,16,230,16,0.82958984,57910_001164,57910_001164_Sideline.mp4,97,456.0,238.0,482.0,97
313123,57910_001164_Sideline_97,501,17,374,16,0.83203125,57910_001164,57910_001164_Sideline.mp4,97,509.0,382.0,338.0,97
313124,57910_001164_Sideline_97,217,16,284,14,0.8334961,57910_001164,57910_001164_Sideline.mp4,97,225.0,291.0,429.0,97
313125,57910_001164_Sideline_97,526,16,532,16,0.8383789,57910_001164,57910_001164_Sideline.mp4,97,534.0,540.0,180.0,97
313126,57910_001164_Sideline_97,525,14,133,15,0.8383789,57910_001164,57910_001164_Sideline.mp4,97,532.0,141.0,579.0,97
313127,57910_001164_Sideline_97,490,18,528,18,0.8432617,57910_001164,57910_001164_Sideline.mp4,97,499.0,537.0,183.0,97
313128,57910_001164_Sideline_97,193,16,291,15,0.84472656,57910_001164,57910_001164_Sideline.mp4,97,201.0,299.0,421.0,97
313129,57910_001164_Sideline_97,674,14,120,17,0.85546875,57910_001164,57910_001164_Sideline.mp4,97,681.0,128.0,592.0,97
313130,57910_001164_Sideline_97,534,16,252,17,0.8564453,57910_001164,57910_001164_Sideline.mp4,97,542.0,260.0,460.0,97
313131,57910_001164_Sideline_97,423,17,227,15,0.8588867,57910_001164,57910_001164_Sideline.mp4,97,431.0,235.0,485.0,97
313132,57910_001164_Sideline_97,932,16,183,18,0.8676758,57910_001164,57910_001164_Sideline.mp4,97,940.0,192.0,528.0,97
313133,57910_001164_Sideline_97,464,16,361,20,0.8701172,57910_001164,57910_001164_Sideline.mp4,97,472.0,371.0,349.0,97
313134,57910_001164_Sideline_97,1114,20,380,20,0.8730469,57910_001164,57910_001164_Sideline.mp4,97,1124.0,390.0,330.0,97
313223,57910_001164_Sideline_101,449,16,284,14,0.050445557,57910_001164,57910_001164_Sideline.mp4,101,457.0,291.0,429.0,101
313224,57910_001164_Sideline_101,430,12,236,17,0.05493164,57910_001164,57910_001164_Sideline.mp4,101,436.0,244.0,476.0,101
313225,57910_001164_Sideline_101,432,16,291,17,0.097595215,57910_001164,57910_001164_Sideline.mp4,101,440.0,299.0,421.0,101
313226,57910_001164_Sideline_101,402,15,308,12,0.12817383,57910_001164,57910_001164_Sideline.mp4,101,410.0,314.0,406.0,101
313227,57910_001164_Sideline_101,407,14,323,14,0.16418457,57910_001164,57910_001164_Sideline.mp4,101,414.0,330.0,390.0,101
313228,57910_001164_Sideline_101,399,14,267,15,0.18054199,57910_001164,57910_001164_Sideline.mp4,101,406.0,275.0,445.0,101
313229,57910_001164_Sideline_101,410,16,266,15,0.22875977,57910_001164,57910_001164_Sideline.mp4,101,418.0,274.0,446.0,101
313230,57910_001164_Sideline_101,428,12,278,14,0.3659668,57910_001164,57910_001164_Sideline.mp4,101,434.0,285.0,435.0,101
313231,57910_001164_Sideline_101,438,15,280,14,0.46264648,57910_001164,57910_001164_Sideline.mp4,101,446.0,287.0,433.0,101
313232,57910_001164_Sideline_101,404,14,256,15,0.5834961,57910_001164,57910_001164_Sideline.mp4,101,411.0,264.0,456.0,101
313233,57910_001164_Sideline_101,396,15,316,17,0.71484375,57910_001164,57910_001164_Sideline.mp4,101,404.0,324.0,396.0,101
313234,57910_001164_Sideline_101,498,14,301,14,0.7158203,57910_001164,57910_001164_Sideline.mp4,101,505.0,308.0,412.0,101
313235,57910_001164_Sideline_101,432,15,264,16,0.75878906,57910_001164,57910_001164_Sideline.mp4,101,440.0,272.0,448.0,101
313236,57910_001164_Sideline_101,404,16,336,16,0.7944336,57910_001164,57910_001164_Sideline.mp4,101,412.0,344.0,376.0,101
313237,57910_001164_Sideline_101,464,16,286,16,0.7988281,57910_001164,57910_001164_Sideline.mp4,101,472.0,294.0,426.0,101
313238,57910_001164_Sideline_101,450,16,270,16,0.80566406,57910_001164,57910_001164_Sideline.mp4,101,458.0,278.0,442.0,101
313239,57910_001164_Sideline_101,504,16,310,15,0.8125,57910_001164,57910_001164_Sideline.mp4,101,512.0,318.0,402.0,101
313240,57910_001164_Sideline_101,500,17,375,17,0.8154297,57910_001164,57910_001164_Sideline.mp4,101,508.0,383.0,337.0,101
313241,57910_001164_Sideline_101,526,14,136,14,0.83740234,57910_001164,57910_001164_Sideline.mp4,101,533.0,143.0,577.0,101
313242,57910_001164_Sideline_101,524,18,530,18,0.84033203,57910_001164,57910_001164_Sideline.mp4,101,533.0,539.0,181.0,101
313243,57910_001164_Sideline_101,441,16,232,18,0.84521484,57910_001164,57910_001164_Sideline.mp4,101,449.0,241.0,479.0,101
313244,57910_001164_Sideline_101,494,18,529,19,0.85009766,57910_001164,57910_001164_Sideline.mp4,101,503.0,539.0,181.0,101
313245,57910_001164_Sideline_101,416,14,228,15,0.8515625,57910_001164,57910_001164_Sideline.mp4,101,423.0,236.0,484.0,101
313246,57910_001164_Sideline_101,520,16,256,16,0.8515625,57910_001164,57910_001164_Sideline.mp4,101,528.0,264.0,456.0,101
313247,57910_001164_Sideline_101,467,16,363,19,0.8544922,57910_001164,57910_001164_Sideline.mp4,101,475.0,373.0,347.0,101
313248,57910_001164_Sideline_101,928,14,184,16,0.8564453,57910_001164,57910_001164_Sideline.mp4,101,935.0,192.0,528.0,101
313249,57910_001164_Sideline_101,1115,20,386,20,0.8647461,57910_001164,57910_001164_Sideline.mp4,101,1125.0,396.0,324.0,101
313250,57910_001164_Sideline_101,223,17,285,16,0.8652344,57910_001164,57910_001164_Sideline.mp4,101,231.0,293.0,427.0,101
313251,57910_001164_Sideline_101,175,16,294,14,0.8671875,57910_001164,57910_001164_Sideline.mp4,101,183.0,301.0,419.0,101
313252,57910_001164_Sideline_101,660,14,122,16,0.8691406,57910_001164,57910_001164_Sideline.mp4,101,667.0,130.0,590.0,101
313332,57910_001164_Sideline_105,422,14,238,15,0.20288086,57910_001164,57910_001164_Sideline.mp4,105,429.0,246.0,474.0,105
313333,57910_001164_Sideline_105,398,16,284,19,0.22277832,57910_001164,57910_001164_Sideline.mp4,105,406.0,294.0,426.0,105
313334,57910_001164_Sideline_105,401,15,255,15,0.24401855,57910_001164,57910_001164_Sideline.mp4,105,409.0,263.0,457.0,105
313335,57910_001164_Sideline_105,438,14,284,16,0.69433594,57910_001164,57910_001164_Sideline.mp4,105,445.0,292.0,428.0,105
313336,57910_001164_Sideline_105,414,13,258,15,0.7026367,57910_001164,57910_001164_Sideline.mp4,105,420.0,266.0,454.0,105
313337,57910_001164_Sideline_105,399,16,337,16,0.7519531,57910_001164,57910_001164_Sideline.mp4,105,407.0,345.0,375.0,105
313338,57910_001164_Sideline_105,458,16,289,17,0.78808594,57910_001164,57910_001164_Sideline.mp4,105,466.0,297.0,423.0,105
313339,57910_001164_Sideline_105,391,15,318,18,0.8022461,57910_001164,57910_001164_Sideline.mp4,105,399.0,327.0,393.0,105
313340,57910_001164_Sideline_105,505,15,309,15,0.8105469,57910_001164,57910_001164_Sideline.mp4,105,513.0,317.0,403.0,105
313341,57910_001164_Sideline_105,493,16,300,18,0.8208008,57910_001164,57910_001164_Sideline.mp4,105,501.0,309.0,411.0,105
313342,57910_001164_Sideline_105,498,17,376,16,0.82470703,57910_001164,57910_001164_Sideline.mp4,105,506.0,384.0,336.0,105
313343,57910_001164_Sideline_105,428,16,268,16,0.82714844,57910_001164,57910_001164_Sideline.mp4,105,436.0,276.0,444.0,105
313344,57910_001164_Sideline_105,472,17,362,20,0.8310547,57910_001164,57910_001164_Sideline.mp4,105,480.0,372.0,348.0,105
313345,57910_001164_Sideline_105,446,16,270,16,0.8378906,57910_001164,57910_001164_Sideline.mp4,105,454.0,278.0,442.0,105
313346,57910_001164_Sideline_105,434,17,234,18,0.84228516,57910_001164,57910_001164_Sideline.mp4,105,442.0,243.0,477.0,105
313347,57910_001164_Sideline_105,526,14,137,15,0.8432617,57910_001164,57910_001164_Sideline.mp4,105,533.0,145.0,575.0,105
313348,57910_001164_Sideline_105,498,16,530,18,0.84472656,57910_001164,57910_001164_Sideline.mp4,105,506.0,539.0,181.0,105
313349,57910_001164_Sideline_105,524,18,528,18,0.84472656,57910_001164,57910_001164_Sideline.mp4,105,533.0,537.0,183.0,105
313350,57910_001164_Sideline_105,406,15,229,17,0.84716797,57910_001164,57910_001164_Sideline.mp4,105,414.0,237.0,483.0,105
313351,57910_001164_Sideline_105,231,17,284,16,0.85546875,57910_001164,57910_001164_Sideline.mp4,105,239.0,292.0,428.0,105
313352,57910_001164_Sideline_105,924,16,184,17,0.85595703,57910_001164,57910_001164_Sideline.mp4,105,932.0,192.0,528.0,105
313353,57910_001164_Sideline_105,159,15,294,14,0.8564453,57910_001164,57910_001164_Sideline.mp4,105,167.0,301.0,419.0,105
313354,57910_001164_Sideline_105,645,15,122,16,0.8588867,57910_001164,57910_001164_Sideline.mp4,105,653.0,130.0,590.0,105
313355,57910_001164_Sideline_105,505,17,256,16,0.86279297,57910_001164,57910_001164_Sideline.mp4,105,513.0,264.0,456.0,105
313356,57910_001164_Sideline_105,1117,20,392,20,0.8833008,57910_001164,57910_001164_Sideline.mp4,105,1127.0,402.0,318.0,105
313435,57910_001164_Sideline_109,436,15,260,16,0.05496216,57910_001164,57910_001164_Sideline.mp4,109,444.0,268.0,452.0,109
313436,57910_001164_Sideline_109,410,14,256,12,0.055114746,57910_001164,57910_001164_Sideline.mp4,109,417.0,262.0,458.0,109
313437,57910_001164_Sideline_109,467,14,294,16,0.07366943,57910_001164,57910_001164_Sideline.mp4,109,474.0,302.0,418.0,109
313438,57910_001164_Sideline_109,383,14,340,16,0.13122559,57910_001164,57910_001164_Sideline.mp4,109,390.0,348.0,372.0,109
313439,57910_001164_Sideline_109,396,14,301,16,0.14685059,57910_001164,57910_001164_Sideline.mp4,109,403.0,309.0,411.0,109
313440,57910_001164_Sideline_109,516,17,542,20,0.19372559,57910_001164,57910_001164_Sideline.mp4,109,524.0,552.0,168.0,109
313441,57910_001164_Sideline_109,410,17,279,16,0.19567871,57910_001164,57910_001164_Sideline.mp4,109,418.0,287.0,433.0,109
313442,57910_001164_Sideline_109,425,14,254,14,0.3166504,57910_001164,57910_001164_Sideline.mp4,109,432.0,261.0,459.0,109
313443,57910_001164_Sideline_109,417,15,265,13,0.33007812,57910_001164,57910_001164_Sideline.mp4,109,425.0,271.0,449.0,109
313444,57910_001164_Sideline_109,396,14,336,15,0.72558594,57910_001164,57910_001164_Sideline.mp4,109,403.0,344.0,376.0,109
313445,57910_001164_Sideline_109,432,15,286,18,0.74853516,57910_001164,57910_001164_Sideline.mp4,109,440.0,295.0,425.0,109
313446,57910_001164_Sideline_109,427,16,271,15,0.76953125,57910_001164,57910_001164_Sideline.mp4,109,435.0,279.0,441.0,109
313447,57910_001164_Sideline_109,508,15,307,17,0.7758789,57910_001164,57910_001164_Sideline.mp4,109,516.0,315.0,405.0,109
313448,57910_001164_Sideline_109,492,18,376,16,0.81396484,57910_001164,57910_001164_Sideline.mp4,109,501.0,384.0,336.0,109
313449,57910_001164_Sideline_109,390,14,320,18,0.81689453,57910_001164,57910_001164_Sideline.mp4,109,397.0,329.0,391.0,109
313450,57910_001164_Sideline_109,491,18,299,21,0.82421875,57910_001164,57910_001164_Sideline.mp4,109,500.0,309.0,411.0,109
313451,57910_001164_Sideline_109,445,16,270,17,0.82421875,57910_001164,57910_001164_Sideline.mp4,109,453.0,278.0,442.0,109
313452,57910_001164_Sideline_109,451,17,290,19,0.8261719,57910_001164,57910_001164_Sideline.mp4,109,459.0,300.0,420.0,109
313453,57910_001164_Sideline_109,478,15,364,20,0.828125,57910_001164,57910_001164_Sideline.mp4,109,486.0,374.0,346.0,109
313454,57910_001164_Sideline_109,501,17,529,18,0.83935547,57910_001164,57910_001164_Sideline.mp4,109,509.0,538.0,182.0,109
313455,57910_001164_Sideline_109,430,16,235,17,0.8408203,57910_001164,57910_001164_Sideline.mp4,109,438.0,243.0,477.0,109
313456,57910_001164_Sideline_109,527,14,138,16,0.84277344,57910_001164,57910_001164_Sideline.mp4,109,534.0,146.0,574.0,109
313457,57910_001164_Sideline_109,242,16,281,17,0.8486328,57910_001164,57910_001164_Sideline.mp4,109,250.0,289.0,431.0,109
313458,57910_001164_Sideline_109,143,17,294,13,0.8535156,57910_001164,57910_001164_Sideline.mp4,109,151.0,300.0,420.0,109
313459,57910_001164_Sideline_109,494,16,256,18,0.8540039,57910_001164,57910_001164_Sideline.mp4,109,502.0,265.0,455.0,109
313460,57910_001164_Sideline_109,528,16,526,16,0.86279297,57910_001164,57910_001164_Sideline.mp4,109,536.0,534.0,186.0,109
313461,57910_001164_Sideline_109,922,16,186,17,0.86279297,57910_001164,57910_001164_Sideline.mp4,109,930.0,194.0,526.0,109
313462,57910_001164_Sideline_109,1120,18,399,18,0.8676758,57910_001164,57910_001164_Sideline.mp4,109,1129.0,408.0,312.0,109
313463,57910_001164_Sideline_109,400,15,230,16,0.87060547,57910_001164,57910_001164_Sideline.mp4,109,408.0,238.0,482.0,109
313464,57910_001164_Sideline_109,632,16,122,15,0.8774414,57910_001164,57910_001164_Sideline.mp4,109,640.0,130.0,590.0,109
313537,57910_001164_Sideline_113,514,14,300,10,0.06939697,57910_001164,57910_001164_Sideline.mp4,113,521.0,305.0,415.0,113
313538,57910_001164_Sideline_113,497,15,346,15,0.080078125,57910_001164,57910_001164_Sideline.mp4,113,505.0,354.0,366.0,113
313539,57910_001164_Sideline_113,415,14,280,16,0.29663086,57910_001164,57910_001164_Sideline.mp4,113,422.0,288.0,432.0,113
313540,57910_001164_Sideline_113,384,14,332,16,0.31689453,57910_001164,57910_001164_Sideline.mp4,113,391.0,340.0,380.0,113
313541,57910_001164_Sideline_113,495,16,358,17,0.60595703,57910_001164,57910_001164_Sideline.mp4,113,503.0,366.0,354.0,113
313542,57910_001164_Sideline_113,434,14,289,17,0.70654297,57910_001164,57910_001164_Sideline.mp4,113,441.0,297.0,423.0,113
313543,57910_001164_Sideline_113,429,16,272,16,0.76171875,57910_001164,57910_001164_Sideline.mp4,113,437.0,280.0,440.0,113
313544,57910_001164_Sideline_113,484,14,366,15,0.7758789,57910_001164,57910_001164_Sideline.mp4,113,491.0,374.0,346.0,113
313545,57910_001164_Sideline_113,500,14,301,20,0.77734375,57910_001164,57910_001164_Sideline.mp4,113,507.0,311.0,409.0,113
313546,57910_001164_Sideline_113,452,15,294,18,0.79541016,57910_001164,57910_001164_Sideline.mp4,113,460.0,303.0,417.0,113
313547,57910_001164_Sideline_113,512,15,308,14,0.80078125,57910_001164,57910_001164_Sideline.mp4,113,520.0,315.0,405.0,113
313548,57910_001164_Sideline_113,396,16,333,15,0.8027344,57910_001164,57910_001164_Sideline.mp4,113,404.0,341.0,379.0,113
313549,57910_001164_Sideline_113,493,15,376,14,0.8051758,57910_001164,57910_001164_Sideline.mp4,113,501.0,383.0,337.0,113
313550,57910_001164_Sideline_113,392,14,321,13,0.8120117,57910_001164,57910_001164_Sideline.mp4,113,399.0,327.0,393.0,113
313551,57910_001164_Sideline_113,482,16,258,21,0.83154297,57910_001164,57910_001164_Sideline.mp4,113,490.0,268.0,452.0,113
313552,57910_001164_Sideline_113,530,14,139,15,0.8408203,57910_001164,57910_001164_Sideline.mp4,113,537.0,147.0,573.0,113
313553,57910_001164_Sideline_113,449,15,268,18,0.8442383,57910_001164,57910_001164_Sideline.mp4,113,457.0,277.0,443.0,113
313554,57910_001164_Sideline_113,132,16,292,15,0.84814453,57910_001164,57910_001164_Sideline.mp4,113,140.0,300.0,420.0,113
313555,57910_001164_Sideline_113,509,18,524,17,0.8623047,57910_001164,57910_001164_Sideline.mp4,113,518.0,532.0,188.0,113
313556,57910_001164_Sideline_113,398,15,231,16,0.8623047,57910_001164,57910_001164_Sideline.mp4,113,406.0,239.0,481.0,113
313557,57910_001164_Sideline_113,922,16,190,18,0.8623047,57910_001164,57910_001164_Sideline.mp4,113,930.0,199.0,521.0,113
313558,57910_001164_Sideline_113,1120,20,404,18,0.8647461,57910_001164,57910_001164_Sideline.mp4,113,1130.0,413.0,307.0,113
313559,57910_001164_Sideline_113,624,14,123,15,0.86572266,57910_001164,57910_001164_Sideline.mp4,113,631.0,131.0,589.0,113
313560,57910_001164_Sideline_113,255,15,278,16,0.8701172,57910_001164,57910_001164_Sideline.mp4,113,263.0,286.0,434.0,113
313561,57910_001164_Sideline_113,425,15,233,19,0.87060547,57910_001164,57910_001164_Sideline.mp4,113,433.0,243.0,477.0,113
313562,57910_001164_Sideline_113,533,17,521,17,0.87353516,57910_001164,57910_001164_Sideline.mp4,113,541.0,529.0,191.0,113
313643,57910_001164_Sideline_117,461,15,286,15,0.052581787,57910_001164,57910_001164_Sideline.mp4,117,469.0,294.0,426.0,117
313644,57910_001164_Sideline_117,448,14,286,14,0.07165527,57910_001164,57910_001164_Sideline.mp4,117,455.0,293.0,427.0,117
313645,57910_001164_Sideline_117,426,16,247,16,0.15673828,57910_001164,57910_001164_Sideline.mp4,117,434.0,255.0,465.0,117
313646,57910_001164_Sideline_117,430,15,264,14,0.23156738,57910_001164,57910_001164_Sideline.mp4,117,438.0,271.0,449.0,117
313647,57910_001164_Sideline_117,426,14,308,14,0.3408203,57910_001164,57910_001164_Sideline.mp4,117,433.0,315.0,405.0,117
313648,57910_001164_Sideline_117,501,16,329,18,0.38061523,57910_001164,57910_001164_Sideline.mp4,117,509.0,338.0,382.0,117
313649,57910_001164_Sideline_117,386,14,330,14,0.45458984,57910_001164,57910_001164_Sideline.mp4,117,393.0,337.0,383.0,117
313650,57910_001164_Sideline_117,506,16,304,13,0.5673828,57910_001164,57910_001164_Sideline.mp4,117,514.0,310.0,410.0,117
313651,57910_001164_Sideline_117,490,14,364,14,0.59277344,57910_001164,57910_001164_Sideline.mp4,117,497.0,371.0,349.0,117
313652,57910_001164_Sideline_117,501,17,350,16,0.6274414,57910_001164,57910_001164_Sideline.mp4,117,509.0,358.0,362.0,117
313653,57910_001164_Sideline_117,453,15,297,16,0.71191406,57910_001164,57910_001164_Sideline.mp4,117,461.0,305.0,415.0,117
313654,57910_001164_Sideline_117,434,16,293,17,0.7363281,57910_001164,57910_001164_Sideline.mp4,117,442.0,301.0,419.0,117
313655,57910_001164_Sideline_117,395,15,322,12,0.7675781,57910_001164,57910_001164_Sideline.mp4,117,403.0,328.0,392.0,117
313656,57910_001164_Sideline_117,399,15,331,15,0.77734375,57910_001164,57910_001164_Sideline.mp4,117,407.0,339.0,381.0,117
313657,57910_001164_Sideline_117,495,16,374,16,0.78222656,57910_001164,57910_001164_Sideline.mp4,117,503.0,382.0,338.0,117
313658,57910_001164_Sideline_117,271,16,274,16,0.79003906,57910_001164,57910_001164_Sideline.mp4,117,279.0,282.0,438.0,117
313659,57910_001164_Sideline_117,516,15,311,14,0.8017578,57910_001164,57910_001164_Sideline.mp4,117,524.0,318.0,402.0,117
313660,57910_001164_Sideline_117,434,16,276,16,0.8227539,57910_001164,57910_001164_Sideline.mp4,117,442.0,284.0,436.0,117
313661,57910_001164_Sideline_117,474,16,266,18,0.82373047,57910_001164,57910_001164_Sideline.mp4,117,482.0,275.0,445.0,117
313662,57910_001164_Sideline_117,534,15,139,15,0.8261719,57910_001164,57910_001164_Sideline.mp4,117,542.0,147.0,573.0,117
313663,57910_001164_Sideline_117,398,17,231,16,0.8417969,57910_001164,57910_001164_Sideline.mp4,117,406.0,239.0,481.0,117
313664,57910_001164_Sideline_117,518,18,520,18,0.8510742,57910_001164,57910_001164_Sideline.mp4,117,527.0,529.0,191.0,117
313665,57910_001164_Sideline_117,421,15,232,19,0.859375,57910_001164,57910_001164_Sideline.mp4,117,429.0,242.0,478.0,117
313666,57910_001164_Sideline_117,538,18,518,16,0.8598633,57910_001164,57910_001164_Sideline.mp4,117,547.0,526.0,194.0,117
313667,57910_001164_Sideline_117,452,14,268,18,0.86083984,57910_001164,57910_001164_Sideline.mp4,117,459.0,277.0,443.0,117
313668,57910_001164_Sideline_117,923,16,195,18,0.8618164,57910_001164,57910_001164_Sideline.mp4,117,931.0,204.0,516.0,117
313669,57910_001164_Sideline_117,1121,18,402,18,0.86865234,57910_001164,57910_001164_Sideline.mp4,117,1130.0,411.0,309.0,117
313670,57910_001164_Sideline_117,120,17,295,15,0.87158203,57910_001164,57910_001164_Sideline.mp4,117,128.0,303.0,417.0,117
313671,57910_001164_Sideline_117,618,14,125,17,0.8857422,57910_001164,57910_001164_Sideline.mp4,117,625.0,133.0,587.0,117
313753,57910_001164_Sideline_121,497,48,290,48,0.05444336,57910_001164,57910_001164_Sideline.mp4,121,521.0,314.0,406.0,121
313754,57910_001164_Sideline_121,540,14,548,16,0.06304932,57910_001164,57910_001164_Sideline.mp4,121,547.0,556.0,164.0,121
313755,57910_001164_Sideline_121,556,14,524,14,0.072509766,57910_001164,57910_001164_Sideline.mp4,121,563.0,531.0,189.0,121
313756,57910_001164_Sideline_121,400,13,319,10,0.11206055,57910_001164,57910_001164_Sideline.mp4,121,406.0,324.0,396.0,121
313757,57910_001164_Sideline_121,427,17,311,17,0.13769531,57910_001164,57910_001164_Sideline.mp4,121,435.0,319.0,401.0,121
313758,57910_001164_Sideline_121,450,16,285,17,0.13928223,57910_001164,57910_001164_Sideline.mp4,121,458.0,293.0,427.0,121
313759,57910_001164_Sideline_121,516,14,306,10,0.24060059,57910_001164,57910_001164_Sideline.mp4,121,523.0,311.0,409.0,121
313760,57910_001164_Sideline_121,502,16,356,16,0.2849121,57910_001164,57910_001164_Sideline.mp4,121,510.0,364.0,356.0,121
313761,57910_001164_Sideline_121,392,10,327,13,0.28881836,57910_001164,57910_001164_Sideline.mp4,121,397.0,333.0,387.0,121
313762,57910_001164_Sideline_121,507,12,314,14,0.33862305,57910_001164,57910_001164_Sideline.mp4,121,513.0,321.0,399.0,121
