,video_frame,gameKey,playID,view,video,frame,label,left,width,top,height,impactType,isDefinitiveImpact,isSidelinePlayer,x,y,y_im,game_play
533397,57910_001164_Sideline_144,57910,1164,Sideline,57910_001164_Sideline.mp4,144,H98,477,13,329,16,None,False,False,483.0,337.0,383.0,57910_001164
533398,57910_001164_Sideline_144,57910,1164,Sideline,57910_001164_Sideline.mp4,144,V71,514,11,380,15,None,False,False,520.0,388.0,332.0,57910_001164
533399,57910_001164_Sideline_144,57910,1164,Sideline,57910_001164_Sideline.mp4,144,H55,519,13,393,13,None,False,False,525.0,399.0,321.0,57910_001164
533400,57910_001164_Sideline_144,57910,1164,Sideline,57910_001164_Sideline.mp4,144,H59,533,14,343,11,None,False,False,540.0,349.0,371.0,57910_001164
533401,57910_001164_Sideline_144,57910,1164,Sideline,57910_001164_Sideline.mp4,144,V77,563,13,358,14,None,False,False,569.0,365.0,355.0,57910_001164
533402,57910_001164_Sideline_144,57910,1164,Sideline,57910_001164_Sideline.mp4,144,V11,567,14,516,12,None,False,False,574.0,522.0,198.0,57910_001164
533403,57910_001164_Sideline_144,57910,1164,Sideline,57910_001164_Sideline.mp4,144,V19,569,12,172,14,None,False,False,575.0,179.0,541.0,57910_001164
533404,57910_001164_Sideline_144,57910,1164,Sideline,57910_001164_Sideline.mp4,144,H33,584,12,171,15,None,False,False,590.0,179.0,541.0,57910_001164
533405,57910_001164_Sideline_144,57910,1164,Sideline,57910_001164_Sideline.mp4,144,H20,595,12,492,12,None,False,False,601.0,498.0,222.0,57910_001164
533406,57910_001164_Sideline_144,57910,1164,Sideline,57910_001164_Sideline.mp4,144,H32,859,14,229,15,None,False,False,866.0,237.0,483.0,57910_001164
533407,57910_001164_Sideline_144,57910,1164,Sideline,57910_001164_Sideline.mp4,144,H36,1056,16,398,17,None,False,False,1064.0,406.0,314.0,57910_001164
533408,57910_001164_Sideline_145,57910,1164,Sideline,57910_001164_Sideline.mp4,145,V9,62,15,327,13,None,False,False,70.0,333.0,387.0,57910_001164
533409,57910_001164_Sideline_145,57910,1164,Sideline,57910_001164_Sideline.mp4,145,V33,399,12,298,14,None,False,False,405.0,305.0,415.0,57910_001164
533410,57910_001164_Sideline_145,57910,1164,Sideline,57910_001164_Sideline.mp4,145,H95,411,11,354,10,None,False,False,417.0,359.0,361.0,57910_001164
533411,57910_001164_Sideline_145,57910,1164,Sideline,57910_001164_Sideline.mp4,145,V60,416,13,334,15,None,False,False,422.0,342.0,378.0,57910_001164
533412,57910_001164_Sideline_145,57910,1164,Sideline,57910_001164_Sideline.mp4,145,V83,418,15,260,17,None,False,False,426.0,268.0,452.0,57910_001164
533413,57910_001164_Sideline_145,57910,1164,Sideline,57910_001164_Sideline.mp4,145,H56,441,12,264,18,None,False,False,447.0,273.0,447.0,57910_001164
533414,57910_001164_Sideline_145,57910,1164,Sideline,57910_001164_Sideline.mp4,145,V46,449,15,272,15,None,False,False,457.0,280.0,440.0,57910_001164
533415,57910_001164_Sideline_145,57910,1164,Sideline,57910_001164_Sideline.mp4,145,H97,458,14,293,14,None,False,False,465.0,300.0,420.0,57910_001164
533416,57910_001164_Sideline_145,57910,1164,Sideline,57910_001164_Sideline.mp4,145,V66,461,11,329,12,None,False,False,467.0,335.0,385.0,57910_001164
533417,57910_001164_Sideline_145,57910,1164,Sideline,57910_001164_Sideline.mp4,145,H58,466,15,273,16,None,False,False,474.0,281.0,439.0,57910_001164
533418,57910_001164_Sideline_145,57910,1164,Sideline,57910_001164_Sideline.mp4,145,V68,471,12,290,15,None,False,False,477.0,298.0,422.0,57910_001164
533419,57910_001164_Sideline_145,57910,1164,Sideline,57910_001164_Sideline.mp4,145,H98,479,12,329,16,None,False,False,485.0,337.0,383.0,57910_001164
533420,57910_001164_Sideline_145,57910,1164,Sideline,57910_001164_Sideline.mp4,145,V71,515,11,382,15,None,False,False,521.0,390.0,330.0,57910_001164
533421,57910_001164_Sideline_145,57910,1164,Sideline,57910_001164_Sideline.mp4,145,H55,520,12,395,13,None,False,False,526.0,401.0,319.0,57910_001164
533422,57910_001164_Sideline_145,57910,1164,Sideline,57910_001164_Sideline.mp4,145,H59,535,14,344,12,None,False,False,542.0,350.0,370.0,57910_001164
533423,57910_001164_Sideline_145,57910,1164,Sideline,57910_001164_Sideline.mp4,145,V77,562,13,359,14,None,False,False,568.0,366.0,354.0,57910_001164
533424,57910_001164_Sideline_145,57910,1164,Sideline,57910_001164_Sideline.mp4,145,V11,569,14,517,10,None,False,False,576.0,522.0,198.0,57910_001164
533425,57910_001164_Sideline_145,57910,1164,Sideline,57910_001164_Sideline.mp4,145,V19,570,12,175,12,None,False,False,576.0,181.0,539.0,57910_001164
533426,57910_001164_Sideline_145,57910,1164,Sideline,57910_001164_Sideline.mp4,145,H33,583,12,173,15,None,False,False,589.0,181.0,539.0,57910_001164
533427,57910_001164_Sideline_145,57910,1164,Sideline,57910_001164_Sideline.mp4,145,H20,597,12,492,12,None,False,False,603.0,498.0,222.0,57910_001164
533428,57910_001164_Sideline_145,57910,1164,Sideline,57910_001164_Sideline.mp4,145,H32,857,13,231,15,None,False,False,863.0,239.0,481.0,57910_001164
533429,57910_001164_Sideline_145,57910,1164,Sideline,57910_001164_Sideline.mp4,145,H36,1053,17,399,17,None,False,False,1061.0,407.0,313.0,57910_001164
533430,57910_001164_Sideline_146,57910,1164,Sideline,57910_001164_Sideline.mp4,146,V9,59,15,328,13,None,False,False,67.0,334.0,386.0,57910_001164
533431,57910_001164_Sideline_146,57910,1164,Sideline,57910_001164_Sideline.mp4,146,V33,403,10,298,13,None,False,False,408.0,304.0,416.0,57910_001164
533432,57910_001164_Sideline_146,57910,1164,Sideline,57910_001164_Sideline.mp4,146,H95,412,11,353,11,None,False,False,418.0,359.0,361.0,57910_001164
533433,57910_001164_Sideline_146,57910,1164,Sideline,57910_001164_Sideline.mp4,146,V60,416,13,335,15,None,False,False,422.0,343.0,377.0,57910_001164
533434,57910_001164_Sideline_146,57910,1164,Sideline,57910_001164_Sideline.mp4,146,V83,418,15,262,16,None,False,False,426.0,270.0,450.0,57910_001164
533435,57910_001164_Sideline_146,57910,1164,Sideline,57910_001164_Sideline.mp4,146,H56,441,13,265,17,None,False,False,447.0,273.0,447.0,57910_001164
533436,57910_001164_Sideline_146,57910,1164,Sideline,57910_001164_Sideline.mp4,146,V46,449,15,274,14,None,False,False,457.0,281.0,439.0,57910_001164
533437,57910_001164_Sideline_146,57910,1164,Sideline,57910_001164_Sideline.mp4,146,H97,459,12,293,13,None,False,False,465.0,299.0,421.0,57910_001164
533438,57910_001164_Sideline_146,57910,1164,Sideline,57910_001164_Sideline.mp4,146,V66,460,11,330,13,None,False,False,466.0,336.0,384.0,57910_001164
533439,57910_001164_Sideline_146,57910,1164,Sideline,57910_001164_Sideline.mp4,146,H58,465,15,275,16,None,False,False,473.0,283.0,437.0,57910_001164
533440,57910_001164_Sideline_146,57910,1164,Sideline,57910_001164_Sideline.mp4,146,V68,471,12,291,14,None,False,False,477.0,298.0,422.0,57910_001164
533441,57910_001164_Sideline_146,57910,1164,Sideline,57910_001164_Sideline.mp4,146,H98,480,12,328,16,None,False,False,486.0,336.0,384.0,57910_001164
533442,57910_001164_Sideline_146,57910,1164,Sideline,57910_001164_Sideline.mp4,146,V71,517,10,384,15,None,False,False,522.0,392.0,328.0,57910_001164
533443,57910_001164_Sideline_146,57910,1164,Sideline,57910_001164_Sideline.mp4,146,H55,521,12,396,13,None,False,False,527.0,402.0,318.0,57910_001164
533444,57910_001164_Sideline_146,57910,1164,Sideline,57910_001164_Sideline.mp4,146,H59,536,15,346,13,None,False,False,544.0,352.0,368.0,57910_001164
533445,57910_001164_Sideline_146,57910,1164,Sideline,57910_001164_Sideline.mp4,146,V77,563,13,361,14,None,False,False,569.0,368.0,352.0,57910_001164
533446,57910_001164_Sideline_146,57910,1164,Sideline,57910_001164_Sideline.mp4,146,V11,569,14,517,11,None,False,False,576.0,523.0,197.0,57910_001164
533447,57910_001164_Sideline_146,57910,1164,Sideline,57910_001164_Sideline.mp4,146,V19,571,12,175,13,None,False,False,577.0,181.0,539.0,57910_001164
533448,57910_001164_Sideline_146,57910,1164,Sideline,57910_001164_Sideline.mp4,146,H33,583,12,174,15,None,False,False,589.0,182.0,538.0,57910_001164
533449,57910_001164_Sideline_146,57910,1164,Sideline,57910_001164_Sideline.mp4,146,H20,599,12,491,12,None,False,False,605.0,497.0,223.0,57910_001164
533450,57910_001164_Sideline_146,57910,1164,Sideline,57910_001164_Sideline.mp4,146,H32,855,13,233,14,None,False,False,861.0,240.0,480.0,57910_001164
533451,57910_001164_Sideline_146,57910,1164,Sideline,57910_001164_Sideline.mp4,146,H36,1051,17,399,16,None,False,False,1059.0,407.0,313.0,57910_001164
533452,57910_001164_Sideline_147,57910,1164,Sideline,57910_001164_Sideline.mp4,147,V9,56,16,329,13,None,False,False,64.0,335.0,385.0,57910_001164
533453,57910_001164_Sideline_147,57910,1164,Sideline,57910_001164_Sideline.mp4,147,V33,408,10,299,13,None,False,False,413.0,305.0,415.0,57910_001164
533454,57910_001164_Sideline_147,57910,1164,Sideline,57910_001164_Sideline.mp4,147,H95,413,11,353,12,None,False,False,419.0,359.0,361.0,57910_001164
533455,57910_001164_Sideline_147,57910,1164,Sideline,57910_001164_Sideline.mp4,147,V60,416,13,336,15,None,False,False,422.0,344.0,376.0,57910_001164
533456,57910_001164_Sideline_147,57910,1164,Sideline,57910_001164_Sideline.mp4,147,V83,419,14,263,15,None,False,False,426.0,271.0,449.0,57910_001164
533457,57910_001164_Sideline_147,57910,1164,Sideline,57910_001164_Sideline.mp4,147,H56,442,12,266,18,None,False,False,448.0,275.0,445.0,57910_001164
533458,57910_001164_Sideline_147,57910,1164,Sideline,57910_001164_Sideline.mp4,147,V46,448,15,275,14,None,False,False,456.0,282.0,438.0,57910_001164
533459,57910_001164_Sideline_147,57910,1164,Sideline,57910_001164_Sideline.mp4,147,H97,460,11,294,12,None,False,False,466.0,300.0,420.0,57910_001164
533460,57910_001164_Sideline_147,57910,1164,Sideline,57910_001164_Sideline.mp4,147,V66,461,11,330,13,None,False,False,467.0,336.0,384.0,57910_001164
533461,57910_001164_Sideline_147,57910,1164,Sideline,57910_001164_Sideline.mp4,147,H58,464,15,276,16,None,False,False,472.0,284.0,436.0,57910_001164
533462,57910_001164_Sideline_147,57910,1164,Sideline,57910_001164_Sideline.mp4,147,V68,471,12,290,14,None,False,False,477.0,297.0,423.0,57910_001164
533463,57910_001164_Sideline_147,57910,1164,Sideline,57910_001164_Sideline.mp4,147,H98,480,12,328,16,None,False,False,486.0,336.0,384.0,57910_001164
533464,57910_001164_Sideline_147,57910,1164,Sideline,57910_001164_Sideline.mp4,147,V71,517,11,385,14,None,False,False,523.0,392.0,328.0,57910_001164
533465,57910_001164_Sideline_147,57910,1164,Sideline,57910_001164_Sideline.mp4,147,H55,522,13,397,13,None,False,False,528.0,403.0,317.0,57910_001164
533466,57910_001164_Sideline_147,57910,1164,Sideline,57910_001164_Sideline.mp4,147,H59,538,15,349,12,None,False,False,546.0,355.0,365.0,57910_001164
533467,57910_001164_Sideline_147,57910,1164,Sideline,57910_001164_Sideline.mp4,147,V77,563,13,363,14,None,False,False,569.0,370.0,350.0,57910_001164
533468,57910_001164_Sideline_147,57910,1164,Sideline,57910_001164_Sideline.mp4,147,V11,570,16,516,12,None,False,False,578.0,522.0,198.0,57910_001164
533469,57910_001164_Sideline_147,57910,1164,Sideline,57910_001164_Sideline.mp4,147,V19,571,12,176,13,None,False,False,577.0,182.0,538.0,57910_001164
533470,57910_001164_Sideline_147,57910,1164,Sideline,57910_001164_Sideline.mp4,147,H33,583,12,176,15,None,False,False,589.0,184.0,536.0,57910_001164
533471,57910_001164_Sideline_147,57910,1164,Sideline,57910_001164_Sideline.mp4,147,H20,602,11,491,12,None,False,False,608.0,497.0,223.0,57910_001164
533472,57910_001164_Sideline_147,57910,1164,Sideline,57910_001164_Sideline.mp4,147,H32,852,13,234,14,None,False,False,858.0,241.0,479.0,57910_001164
533473,57910_001164_Sideline_147,57910,1164,Sideline,57910_001164_Sideline.mp4,147,H36,1049,17,400,16,None,False,False,1057.0,408.0,312.0,57910_001164
533474,57910_001164_Sideline_148,57910,1164,Sideline,57910_001164_Sideline.mp4,148,V9,54,16,330,12,None,False,False,62.0,336.0,384.0,57910_001164
533475,57910_001164_Sideline_148,57910,1164,Sideline,57910_001164_Sideline.mp4,148,V33,413,11,301,13,None,False,False,419.0,307.0,413.0,57910_001164
533476,57910_001164_Sideline_148,57910,1164,Sideline,57910_001164_Sideline.mp4,148,H95,413,11,355,11,None,False,False,419.0,361.0,359.0,57910_001164
533477,57910_001164_Sideline_148,57910,1164,Sideline,57910_001164_Sideline.mp4,148,V60,416,14,337,15,None,False,False,423.0,345.0,375.0,57910_001164
533478,57910_001164_Sideline_148,57910,1164,Sideline,57910_001164_Sideline.mp4,148,V83,419,15,264,15,None,False,False,427.0,272.0,448.0,57910_001164
533479,57910_001164_Sideline_148,57910,1164,Sideline,57910_001164_Sideline.mp4,148,H56,443,12,267,18,None,False,False,449.0,276.0,444.0,57910_001164
533480,57910_001164_Sideline_148,57910,1164,Sideline,57910_001164_Sideline.mp4,148,V46,447,16,276,14,None,False,False,455.0,283.0,437.0,57910_001164
533481,57910_001164_Sideline_148,57910,1164,Sideline,57910_001164_Sideline.mp4,148,H97,460,11,295,12,None,False,False,466.0,301.0,419.0,57910_001164
533482,57910_001164_Sideline_148,57910,1164,Sideline,57910_001164_Sideline.mp4,148,V66,461,13,331,14,None,False,False,467.0,338.0,382.0,57910_001164
533483,57910_001164_Sideline_148,57910,1164,Sideline,57910_001164_Sideline.mp4,148,H58,464,15,277,15,None,False,False,472.0,285.0,435.0,57910_001164
533484,57910_001164_Sideline_148,57910,1164,Sideline,57910_001164_Sideline.mp4,148,V68,471,12,291,13,None,False,False,477.0,297.0,423.0,57910_001164
533485,57910_001164_Sideline_148,57910,1164,Sideline,57910_001164_Sideline.mp4,148,H98,481,13,328,14,None,False,False,487.0,335.0,385.0,57910_001164
533486,57910_001164_Sideline_148,57910,1164,Sideline,57910_001164_Sideline.mp4,148,V71,518,11,387,14,None,False,False,524.0,394.0,326.0,57910_001164
533487,57910_001164_Sideline_148,57910,1164,Sideline,57910_001164_Sideline.mp4,148,H55,523,13,397,13,None,False,False,529.0,403.0,317.0,57910_001164
533488,57910_001164_Sideline_148,57910,1164,Sideline,57910_001164_Sideline.mp4,148,H59,539,16,350,11,None,False,False,547.0,356.0,364.0,57910_001164
533489,57910_001164_Sideline_148,57910,1164,Sideline,57910_001164_Sideline.mp4,148,V77,562,13,364,15,None,False,False,568.0,372.0,348.0,57910_001164
533490,57910_001164_Sideline_148,57910,1164,Sideline,57910_001164_Sideline.mp4,148,V19,572,12,176,13,Helmet,False,False,578.0,182.0,538.0,57910_001164
533491,57910_001164_Sideline_148,57910,1164,Sideline,57910_001164_Sideline.mp4,148,V11,572,14,515,12,None,False,False,579.0,521.0,199.0,57910_001164
533492,57910_001164_Sideline_148,57910,1164,Sideline,57910_001164_Sideline.mp4,148,H33,583,12,177,15,Helmet,False,False,589.0,185.0,535.0,57910_001164
533493,57910_001164_Sideline_148,57910,1164,Sideline,57910_001164_Sideline.mp4,148,H20,601,14,490,12,None,False,False,608.0,496.0,224.0,57910_001164
533494,57910_001164_Sideline_148,57910,1164,Sideline,57910_001164_Sideline.mp4,148,H32,850,13,234,16,None,False,False,856.0,242.0,478.0,57910_001164
533495,57910_001164_Sideline_148,57910,1164,Sideline,57910_001164_Sideline.mp4,148,H36,1046,18,399,17,None,False,False,1055.0,407.0,313.0,57910_001164
533496,57910_001164_Sideline_149,57910,1164,Sideline,57910_001164_Sideline.mp4,149,V9,51,16,331,12,None,False,False,59.0,337.0,383.0,57910_001164
533497,57910_001164_Sideline_149,57910,1164,Sideline,57910_001164_Sideline.mp4,149,H95,414,11,356,10,None,False,False,420.0,361.0,359.0,57910_001164
533498,57910_001164_Sideline_149,57910,1164,Sideline,57910_001164_Sideline.mp4,149,V33,417,11,303,13,None,False,False,423.0,309.0,411.0,57910_001164
533499,57910_001164_Sideline_149,57910,1164,Sideline,57910_001164_Sideline.mp4,149,V60,418,13,337,15,None,False,False,424.0,345.0,375.0,57910_001164
533500,57910_001164_Sideline_149,57910,1164,Sideline,57910_001164_Sideline.mp4,149,V83,420,14,265,15,None,False,False,427.0,273.0,447.0,57910_001164
533501,57910_001164_Sideline_149,57910,1164,Sideline,57910_001164_Sideline.mp4,149,H56,444,12,268,18,None,False,False,450.0,277.0,443.0,57910_001164
533502,57910_001164_Sideline_149,57910,1164,Sideline,57910_001164_Sideline.mp4,149,V46,447,16,277,14,None,False,False,455.0,284.0,436.0,57910_001164
533503,57910_001164_Sideline_149,57910,1164,Sideline,57910_001164_Sideline.mp4,149,H97,459,11,295,10,None,False,False,465.0,300.0,420.0,57910_001164
533504,57910_001164_Sideline_149,57910,1164,Sideline,57910_001164_Sideline.mp4,149,V66,461,12,332,13,None,False,False,467.0,338.0,382.0,57910_001164
533505,57910_001164_Sideline_149,57910,1164,Sideline,57910_001164_Sideline.mp4,149,H58,463,15,279,15,None,False,False,471.0,287.0,433.0,57910_001164
533506,57910_001164_Sideline_149,57910,1164,Sideline,57910_001164_Sideline.mp4,149,V68,470,12,291,13,None,False,False,476.0,297.0,423.0,57910_001164
533507,57910_001164_Sideline_149,57910,1164,Sideline,57910_001164_Sideline.mp4,149,H98,483,12,327,15,None,False,False,489.0,335.0,385.0,57910_001164
533508,57910_001164_Sideline_149,57910,1164,Sideline,57910_001164_Sideline.mp4,149,V71,520,10,388,13,None,False,False,525.0,394.0,326.0,57910_001164
533509,57910_001164_Sideline_149,57910,1164,Sideline,57910_001164_Sideline.mp4,149,H55,524,13,398,13,None,False,False,530.0,404.0,316.0,57910_001164
533510,57910_001164_Sideline_149,57910,1164,Sideline,57910_001164_Sideline.mp4,149,H59,543,14,352,11,None,False,False,550.0,358.0,362.0,57910_001164
533511,57910_001164_Sideline_149,57910,1164,Sideline,57910_001164_Sideline.mp4,149,V77,563,13,367,15,None,False,False,569.0,375.0,345.0,57910_001164
533512,57910_001164_Sideline_149,57910,1164,Sideline,57910_001164_Sideline.mp4,149,V19,573,12,179,13,None,False,False,579.0,185.0,535.0,57910_001164
533513,57910_001164_Sideline_149,57910,1164,Sideline,57910_001164_Sideline.mp4,149,V11,575,14,515,12,None,False,False,582.0,521.0,199.0,57910_001164
533514,57910_001164_Sideline_149,57910,1164,Sideline,57910_001164_Sideline.mp4,149,H33,585,10,179,14,None,False,False,590.0,186.0,534.0,57910_001164
533515,57910_001164_Sideline_149,57910,1164,Sideline,57910_001164_Sideline.mp4,149,H20,604,12,489,12,None,False,False,610.0,495.0,225.0,57910_001164
533516,57910_001164_Sideline_149,57910,1164,Sideline,57910_001164_Sideline.mp4,149,H32,847,13,235,16,None,False,False,853.0,243.0,477.0,57910_001164
533517,57910_001164_Sideline_149,57910,1164,Sideline,57910_001164_Sideline.mp4,149,H36,1044,18,399,17,None,False,False,1053.0,407.0,313.0,57910_001164
533518,57910_001164_Sideline_15,57910,1164,Sideline,57910_001164_Sideline.mp4,15,V33,153,14,280,16,None,False,False,160.0,288.0,432.0,57910_001164
533519,57910_001164_Sideline_15,57910,1164,Sideline,57910_001164_Sideline.mp4,15,V46,286,16,294,18,None,False,False,294.0,303.0,417.0,57910_001164
533520,57910_001164_Sideline_15,57910,1164,Sideline,57910_001164_Sideline.mp4,15,V83,413,16,221,16,None,False,False,421.0,229.0,491.0,57910_001164
533521,57910_001164_Sideline_15,57910,1164,Sideline,57910_001164_Sideline.mp4,15,V9,416,13,286,14,None,False,False,422.0,293.0,427.0,57910_001164
533522,57910_001164_Sideline_15,57910,1164,Sideline,57910_001164_Sideline.mp4,15,V11,428,14,519,15,None,False,False,435.0,527.0,193.0,57910_001164
533523,57910_001164_Sideline_15,57910,1164,Sideline,57910_001164_Sideline.mp4,15,V71,441,13,357,14,None,False,False,447.0,364.0,356.0,57910_001164
533524,57910_001164_Sideline_15,57910,1164,Sideline,57910_001164_Sideline.mp4,15,V60,443,14,334,18,None,False,False,450.0,343.0,377.0,57910_001164
533525,57910_001164_Sideline_15,57910,1164,Sideline,57910_001164_Sideline.mp4,15,V68,448,16,252,17,None,False,False,456.0,260.0,460.0,57910_001164
533526,57910_001164_Sideline_15,57910,1164,Sideline,57910_001164_Sideline.mp4,15,V66,453,13,273,14,None,False,False,459.0,280.0,440.0,57910_001164
533527,57910_001164_Sideline_15,57910,1164,Sideline,57910_001164_Sideline.mp4,15,V77,464,15,298,17,None,False,False,472.0,306.0,414.0,57910_001164
533528,57910_001164_Sideline_15,57910,1164,Sideline,57910_001164_Sideline.mp4,15,V19,470,12,129,18,None,False,False,476.0,138.0,582.0,57910_001164
533529,57910_001164_Sideline_15,57910,1164,Sideline,57910_001164_Sideline.mp4,15,H95,490,16,350,16,None,False,False,498.0,358.0,362.0,57910_001164
533530,57910_001164_Sideline_15,57910,1164,Sideline,57910_001164_Sideline.mp4,15,H98,492,16,283,16,None,False,False,500.0,291.0,429.0,57910_001164
533531,57910_001164_Sideline_15,57910,1164,Sideline,57910_001164_Sideline.mp4,15,H97,501,16,256,16,None,False,False,509.0,264.0,456.0,57910_001164
533532,57910_001164_Sideline_15,57910,1164,Sideline,57910_001164_Sideline.mp4,15,H55,543,13,350,14,None,False,False,549.0,357.0,363.0,57910_001164
533533,57910_001164_Sideline_15,57910,1164,Sideline,57910_001164_Sideline.mp4,15,H20,571,15,531,16,None,False,False,579.0,539.0,181.0,57910_001164
533534,57910_001164_Sideline_15,57910,1164,Sideline,57910_001164_Sideline.mp4,15,H56,578,17,223,16,None,False,False,586.0,231.0,489.0,57910_001164
533535,57910_001164_Sideline_15,57910,1164,Sideline,57910_001164_Sideline.mp4,15,H59,621,15,310,14,None,False,False,629.0,317.0,403.0,57910_001164
533536,57910_001164_Sideline_15,57910,1164,Sideline,57910_001164_Sideline.mp4,15,H58,632,19,238,18,None,False,False,642.0,247.0,473.0,57910_001164
533537,57910_001164_Sideline_15,57910,1164,Sideline,57910_001164_Sideline.mp4,15,H33,807,12,95,15,None,False,False,813.0,103.0,617.0,57910_001164
533538,57910_001164_Sideline_15,57910,1164,Sideline,57910_001164_Sideline.mp4,15,H32,881,15,172,12,None,False,False,889.0,178.0,542.0,57910_001164
533539,57910_001164_Sideline_15,57910,1164,Sideline,57910_001164_Sideline.mp4,15,H36,1084,19,346,18,None,False,False,1094.0,355.0,365.0,57910_001164
533540,57910_001164_Sideline_150,57910,1164,Sideline,57910_001164_Sideline.mp4,150,V9,49,15,332,12,None,False,False,57.0,338.0,382.0,57910_001164
533541,57910_001164_Sideline_150,57910,1164,Sideline,57910_001164_Sideline.mp4,150,H95,415,11,356,10,None,False,False,421.0,361.0,359.0,57910_001164
533542,57910_001164_Sideline_150,57910,1164,Sideline,57910_001164_Sideline.mp4,150,V60,417,13,338,15,None,False,False,423.0,346.0,374.0,57910_001164
533543,57910_001164_Sideline_150,57910,1164,Sideline,57910_001164_Sideline.mp4,150,V83,421,13,266,15,None,False,False,427.0,274.0,446.0,57910_001164
533544,57910_001164_Sideline_150,57910,1164,Sideline,57910_001164_Sideline.mp4,150,V33,422,10,304,13,None,False,False,427.0,310.0,410.0,57910_001164
533545,57910_001164_Sideline_150,57910,1164,Sideline,57910_001164_Sideline.mp4,150,H56,445,12,269,17,None,False,False,451.0,277.0,443.0,57910_001164
533546,57910_001164_Sideline_150,57910,1164,Sideline,57910_001164_Sideline.mp4,150,V46,447,16,277,14,None,False,False,455.0,284.0,436.0,57910_001164
533547,57910_001164_Sideline_150,57910,1164,Sideline,57910_001164_Sideline.mp4,150,H97,460,11,296,10,None,False,False,466.0,301.0,419.0,57910_001164
533548,57910_001164_Sideline_150,57910,1164,Sideline,57910_001164_Sideline.mp4,150,V66,461,13,332,15,None,False,False,467.0,340.0,380.0,57910_001164
533549,57910_001164_Sideline_150,57910,1164,Sideline,57910_001164_Sideline.mp4,150,H58,462,15,279,15,None,False,False,470.0,287.0,433.0,57910_001164
533550,57910_001164_Sideline_150,57910,1164,Sideline,57910_001164_Sideline.mp4,150,V68,469,12,291,13,None,False,False,475.0,297.0,423.0,57910_001164
533551,57910_001164_Sideline_150,57910,1164,Sideline,57910_001164_Sideline.mp4,150,H98,484,12,325,16,None,False,False,490.0,333.0,387.0,57910_001164
533552,57910_001164_Sideline_150,57910,1164,Sideline,57910_001164_Sideline.mp4,150,V71,521,11,389,13,None,False,False,527.0,395.0,325.0,57910_001164
533553,57910_001164_Sideline_150,57910,1164,Sideline,57910_001164_Sideline.mp4,150,H55,525,12,399,13,None,False,False,531.0,405.0,315.0,57910_001164
533554,57910_001164_Sideline_150,57910,1164,Sideline,57910_001164_Sideline.mp4,150,H59,545,14,353,11,None,False,False,552.0,359.0,361.0,57910_001164
533555,57910_001164_Sideline_150,57910,1164,Sideline,57910_001164_Sideline.mp4,150,V77,563,14,368,15,None,False,False,570.0,376.0,344.0,57910_001164
533556,57910_001164_Sideline_150,57910,1164,Sideline,57910_001164_Sideline.mp4,150,V19,574,12,180,13,None,False,False,580.0,186.0,534.0,57910_001164
533557,57910_001164_Sideline_150,57910,1164,Sideline,57910_001164_Sideline.mp4,150,V11,576,15,514,12,None,False,False,584.0,520.0,200.0,57910_001164
533558,57910_001164_Sideline_150,57910,1164,Sideline,57910_001164_Sideline.mp4,150,H33,585,10,179,14,None,False,False,590.0,186.0,534.0,57910_001164
533559,57910_001164_Sideline_150,57910,1164,Sideline,57910_001164_Sideline.mp4,150,H20,605,12,488,12,None,False,False,611.0,494.0,226.0,57910_001164
533560,57910_001164_Sideline_150,57910,1164,Sideline,57910_001164_Sideline.mp4,150,H32,845,12,237,15,None,False,False,851.0,245.0,475.0,57910_001164
533561,57910_001164_Sideline_150,57910,1164,Sideline,57910_001164_Sideline.mp4,150,H36,1042,17,399,16,None,False,False,1050.0,407.0,313.0,57910_001164
533562,57910_001164_Sideline_151,57910,1164,Sideline,57910_001164_Sideline.mp4,151,V9,46,16,333,12,None,False,False,54.0,339.0,381.0,57910_001164
533563,57910_001164_Sideline_151,57910,1164,Sideline,57910_001164_Sideline.mp4,151,H95,416,10,357,10,None,False,False,421.0,362.0,358.0,57910_001164
533564,57910_001164_Sideline_151,57910,1164,Sideline,57910_001164_Sideline.mp4,151,V60,418,13,338,15,None,False,False,424.0,346.0,374.0,57910_001164
533565,57910_001164_Sideline_151,57910,1164,Sideline,57910_001164_Sideline.mp4,151,V83,422,13,267,14,None,False,False,428.0,274.0,446.0,57910_001164
533566,57910_001164_Sideline_151,57910,1164,Sideline,57910_001164_Sideline.mp4,151,V33,426,10,306,13,None,False,False,431.0,312.0,408.0,57910_001164
533567,57910_001164_Sideline_151,57910,1164,Sideline,57910_001164_Sideline.mp4,151,V46,445,17,278,14,None,False,False,453.0,285.0,435.0,57910_001164
533568,57910_001164_Sideline_151,57910,1164,Sideline,57910_001164_Sideline.mp4,151,H56,446,10,271,15,None,False,False,451.0,279.0,441.0,57910_001164
533569,57910_001164_Sideline_151,57910,1164,Sideline,57910_001164_Sideline.mp4,151,V66,459,15,333,15,None,False,False,467.0,341.0,379.0,57910_001164
533570,57910_001164_Sideline_151,57910,1164,Sideline,57910_001164_Sideline.mp4,151,H97,461,9,297,8,None,False,False,465.0,301.0,419.0,57910_001164
533571,57910_001164_Sideline_151,57910,1164,Sideline,57910_001164_Sideline.mp4,151,H58,461,15,281,14,None,False,False,469.0,288.0,432.0,57910_001164
533572,57910_001164_Sideline_151,57910,1164,Sideline,57910_001164_Sideline.mp4,151,V68,469,12,292,13,None,False,False,475.0,298.0,422.0,57910_001164
